ID,FDA_Regulated_Drug,FDA_Regulated_Device,Responsible_Party
BPX603-201A,Yes,No,Sponsor
KEEP-G 07,No,No,Sponsor
2021-0611,Yes,No,Sponsor
13022260-300-180785,No,No,Principal Investigator
INCB 123667-101,Yes,No,Sponsor
ICO-2020-19,No,No,Sponsor
CRUKD/21/004- Treatment Arm 4,No,No,Sponsor
NU22-09-00539,No,No,Sponsor
2019-A03336-51,No,No,Sponsor
09.2020.125,No,No,Principal Investigator
ANAE-341-19,No,No,Principal Investigator
01-2/141 27,No,No,Principal Investigator
KF2019#1,No,No,Principal Investigator
Vein-project,No,No,Sponsor
thoracic sympathectomy,No,No,Principal Investigator
20-240,Yes,No,Principal Investigator
Debio 1143-106,Yes,No,Sponsor
457,No,No,Principal Investigator
D8410C00001,Yes,No,Sponsor
229510,Yes,No,Principal Investigator
034-2020,No,No,Principal Investigator
38RC17.291,No,No,Sponsor
Estim Breast,No,No,Sponsor
YS-RVON-001,No,No,Sponsor
228-17-EP,No,No,Principal Investigator
RG1006143,No,No,Sponsor
ZL-2306-914,No,No,Principal Investigator
2019-8890,No,Yes,Sponsor
2021-KY-073,No,No,Sponsor
SNK01-102,Yes,No,Sponsor
C4551001,Yes,No,Sponsor
ONT-380-011,Yes,No,Sponsor
KCSG-ST18-20,No,No,Principal Investigator
HCC 20-117,No,No,Principal Investigator
EXGEFATU,No,No,Sponsor
HEM-ONCO-013,No,No,Principal Investigator
FESPET,No,No,Sponsor
22-501,No,No,Principal Investigator
STUDY00002021,Yes,No,Principal Investigator
OLATRA,No,No,Sponsor
ELVN-002-001,Yes,No,Sponsor
FN-1501-UP1,Yes,No,Sponsor
ILYAD1_2019,No,No,Sponsor
RBN-2397-19-001,Yes,No,Sponsor
STUDY00000334,No,Yes,Principal Investigator
OPT-IN Research Protocol,No,No,Sponsor
2017-A02018-45,No,No,Sponsor
CX-5461-04,Yes,No,Sponsor
919/2020/Oss/IOR,No,No,Principal Investigator
MC16C2,Yes,No,Sponsor
NL75863.068.21,No,No,Sponsor
20-009,No,No,Principal Investigator
PUMCH-NM-11/041,No,No,Sponsor
ISU104-001,No,No,Sponsor
SLNB,No,No,Principal Investigator
BR/2019/487,No,No,Sponsor
ATADEK/2022.11,No,No,Principal Investigator
60116787-020/34123,No,No,Principal Investigator
BARBEN 2020,No,No,Sponsor
CHUB-Hystocor,No,No,Principal Investigator
BLU-222-1101,Yes,No,Sponsor
Soh-Med-22-09-16,,,Principal Investigator
Shengjing-LJY05,No,No,Principal Investigator
CHUBX 2015/17,No,No,Sponsor
1766419-7,No,No,Sponsor
NUV-868-01,Yes,No,Sponsor
436,No,No,Principal Investigator
200155,Yes,No,Sponsor
2021-BRV-004,No,No,Sponsor
PREDICT,No,No,Sponsor
EJC001,No,No,Sponsor-Investigator
CHU-426,No,No,Sponsor
PHOX-CLI_001,No,No,Sponsor
NICSO,No,No,Sponsor
BJK-Z-F18HN-202010-YZGK,No,No,Sponsor
A-ER-109-415,No,No,Principal Investigator
2-107-05-162,No,No,Principal Investigator
IRAS307166,No,No,Principal Investigator
20.60-onco20.07,No,No,Sponsor
YBCSG-21-04,No,No,Sponsor
SamanRostambeigi,No,No,Principal Investigator
20190131,Yes,No,Sponsor
999916161,,,Sponsor
IRB00038262,Yes,No,Sponsor
IRB00095260,No,No,Principal Investigator
TapeK_Gesso_ABM_PSO,No,No,Principal Investigator
29BRC18-0005 (VinMetAtezo),No,No,Sponsor
1000-1,No,Yes,Sponsor
OPTIMUM,No,No,Principal Investigator
R-17-360,No,No,Sponsor
2017-003582-10,No,No,Sponsor
BIC4VMR,No,No,Principal Investigator
2017_43,No,No,Sponsor
4397,No,No,Sponsor
00000001,No,No,Principal Investigator
IRB-2019-118,No,Yes,Principal Investigator
RGC-1501-001,Yes,No,Sponsor
19CX5601,No,No,Sponsor
20-03021615,No,No,Sponsor
210026,Yes,No,Sponsor
702576,Yes,No,Sponsor
MT-5111_001,Yes,No,Sponsor
APHP180576,No,No,Sponsor
2020-1255,No,No,Sponsor
RC2022_prg.15,No,No,Principal Investigator
IEO 1740,No,No,Principal Investigator
UW 19-436,No,No,Sponsor
EDGE 000339,No,No,Sponsor
METCZ20210156,No,No,Principal Investigator
2000031462,Yes,No,Principal Investigator
METCZ20210103,No,No,Principal Investigator
2017/184 HP,No,No,Sponsor
20-002000,No,No,Sponsor
18.068,No,No,Sponsor
Soh-Med-22-03-01,No,No,Principal Investigator
2020-3547,No,No,Sponsor
CTM-N2D,No,No,Sponsor
IMT-009-101,Yes,No,Sponsor
B.30.2.ATA.0.01.00/1/6,No,No,Principal Investigator
SYSKY-2022-019-02,No,No,Sponsor
2019-02Obs-CHRMT,No,No,Sponsor
CHGH-IRB:(864)110-10,No,No,Principal Investigator
PROT-CI2021,No,Yes,Sponsor
CP-MGC018-01,Yes,No,Sponsor
RTX-224-01,Yes,No,Sponsor
2021-A01625-36,No,No,Sponsor
SGNB7H4V-001,Yes,No,Sponsor
ShuangHoH,No,No,Sponsor-Investigator
P130935,No,No,Sponsor
794/2020/Farm/IOR,No,No,Principal Investigator
2000029793,Yes,No,Sponsor-Investigator
CMUH109-REC2-101,No,No,Principal Investigator
RNI 2021 LEBRETON 3 (EVIGE),No,No,Sponsor
SBNK-YJ-2020-016-02,No,No,Principal Investigator
ThirdMMUb,No,No,Sponsor-Investigator
2693-CL-0307,No,No,Sponsor
2020NZKY-062-01,No,No,Principal Investigator
2021-13614,No,Yes,Principal Investigator
MER-XMT-1660-1,Yes,No,Sponsor
no: P.T.REC/012/002774,No,No,Principal Investigator
SBNK-YJ-2019-006-02,No,No,Principal Investigator
1648/2019,No,No,Principal Investigator
2020/900/88,No,No,Sponsor
DF1001-001,Yes,No,Sponsor
STUDY00000224,No,No,Principal Investigator
2693-CL-0304,Yes,No,Sponsor
ZUH-ITP-MBCS,No,No,Sponsor
21-007867,No,No,Principal Investigator
1 TP2AH000076-01-00,No,No,Sponsor
Masters thesis,No,No,Sponsor-Investigator
22072,No,No,Sponsor
CPI-006-001,Yes,No,Sponsor
HKG-KZ-PRAD-103,No,No,Sponsor
RG1001812,No,No,Sponsor
25922,No,No,Sponsor
2693-CL-0305,No,No,Sponsor
PET/CT in malignancy,No,Yes,Principal Investigator
2021-A01570-41,No,No,Principal Investigator
2693-CL-0302,Yes,No,Sponsor
2693-CL-0301,Yes,No,Sponsor
AssiutNT,No,No,Principal Investigator
PUMCH-NM-RR,No,No,Sponsor
HKG-Bng-HCC-100,No,No,Sponsor
IX-2021-DS-LEARN,No,No,Sponsor
1-1-7-05-114,No,No,Principal Investigator
Pro00101102,No,No,Sponsor
ALXN2040-HV-102,Yes,No,Sponsor
NL66650.041.18,No,Yes,Principal Investigator
NCI-2020-01206,Yes,No,Sponsor
21083,No,No,Sponsor
STUDY00144314,No,No,Principal Investigator
19-068,No,No,Principal Investigator
69HCL21_0409,No,No,Sponsor
HALO Dx 001,No,Yes,Sponsor
D8532C00003,No,No,Sponsor
UC-0107/1603,No,No,Sponsor
AK_2021_HP,No,No,Principal Investigator
C4391001,Yes,No,Sponsor
ICO-2020-14,No,No,Sponsor
20-2458.cc,No,No,Sponsor
844554,Yes,No,Sponsor
659/2017BO1,No,No,Principal Investigator
SYSU_AI01,No,No,Principal Investigator
XL092-001,Yes,No,Sponsor
HSC-SPH-20-1117,No,No,Principal Investigator
B2017-113R,No,No,Sponsor
PH-FAPGA-01/22,No,No,Sponsor
FPA150-001,Yes,No,Sponsor
GCT1029-01,Yes,No,Sponsor
STU-2019-0522,,,Principal Investigator
HEALED_CPS3,No,No,Principal Investigator
PJ-KS-KY-2019-134,No,No,Sponsor
PY314-1-01,Yes,No,Sponsor
LAUMCRH.YJ1.16/Jul/2019,Yes,No,Principal Investigator
DMT-2019.002,No,Yes,Sponsor
DMT-2019.001,No,Yes,Sponsor
AD10,No,No,Sponsor
CASE7Y16,No,Yes,Sponsor
1474/19,No,No,Sponsor
CNZV930X2101,Yes,No,Sponsor
TirolGESUND,No,No,Principal Investigator
R20-3896L,No,No,Principal Investigator
69HCL19_0992,No,No,Sponsor
201805930,No,No,Sponsor-Investigator
2018-0075,Yes,No,Sponsor
LOCAL/2020/DR-01,No,No,Sponsor
IRB-300003680,Yes,No,Principal Investigator
HSC-MS-16-0467,Yes,No,Principal Investigator
PJ-KS-KY-2019-135,No,No,Sponsor
2021/03-12,No,No,Principal Investigator
D0817R00010,,,Sponsor
201610,No,No,Principal Investigator
VAR-2021-12,No,Yes,Sponsor
WVU010518,No,No,Sponsor
NUSMart NM,No,No,Principal Investigator
XmAb22841-01,Yes,No,Sponsor
PREDAPT,No,No,Sponsor
SC103,Yes,No,Sponsor
ACE1702-001,Yes,No,Sponsor
RP12146-2101,No,No,Sponsor
RG1005815,No,No,Sponsor
HH-PRT-0001,No,No,Sponsor
MP01,No,No,Sponsor
AD07,No,No,Sponsor
5688,No,No,Principal Investigator
RG1005140,Yes,No,Sponsor
BT8009-100,Yes,No,Sponsor
HN20190929,No,No,Sponsor
STUDY00018000,No,No,Principal Investigator
00003543,No,No,Principal Investigator
OSU-19199,No,Yes,Sponsor-Investigator
KB-0742-1001,Yes,No,Sponsor
GQ1001X2101,Yes,No,Sponsor
21820,Yes,No,Sponsor
NL 70691.091.19,No,No,Principal Investigator
ORM-5029-01-001,Yes,No,Sponsor
NCI-2017-01232,Yes,No,Sponsor
PRT3645-01,Yes,No,Sponsor
123glioma,No,No,Principal Investigator
HMBD-002-V4C26-01,Yes,No,Sponsor
NCH04-2020,No,No,Principal Investigator
BakircayU/D208,No,No,Principal Investigator
RG1121550,No,No,Sponsor
KYL[2020091],No,No,Principal Investigator
TJ004309STM103,Yes,No,Sponsor
AP1904-50102,No,No,Sponsor
GCT1044-01,Yes,No,Sponsor
SZMC-0216-22,No,No,Sponsor-Investigator
7465-CL-202,Yes,No,Sponsor
ELU-FRα-1,Yes,No,Sponsor
IMP7068 - 101,Yes,No,Sponsor
D0818R00008,No,No,Sponsor
2000028592,No,No,Sponsor
D17062,No,Yes,Principal Investigator
SGNPDL1V-001,Yes,No,Sponsor
22/006-P,No,No,Sponsor
SAIL-002,No,No,Sponsor
101,Yes,No,Sponsor
PREFER,,,Sponsor
C3881001,Yes,No,Sponsor
TT420X1103,Yes,No,Sponsor
RP2-001-18,No,No,Sponsor
M18HAR,No,No,Sponsor
8259,,No,Principal Investigator
20-458,No,No,Sponsor
STUDY00020679,Yes,No,Principal Investigator
M20COM,No,No,Sponsor
21-508,No,No,Principal Investigator
CPG-01-001,Yes,No,Sponsor
TJCC-LC-20190108,No,No,Sponsor
S1714,,,Sponsor
2000026840,Yes,No,Sponsor
2020/2706,No,No,Sponsor
INCB 106385-102,Yes,No,Sponsor
GCT1046-01,Yes,No,Sponsor
127-CL-01,No,No,Sponsor
Pro00077309,No,No,Sponsor
KY1044-CT01,Yes,No,Sponsor
UAB30,Yes,No,Principal Investigator
MCC-20086,No,No,Sponsor
Oncoplastic breast surgeries,No,No,Principal Investigator
105909,No,No,Sponsor-Investigator
XmAb20717-01,Yes,No,Sponsor
PBC017,No,No,Sponsor
19ON033,No,No,Sponsor
Parameters of resistence,No,No,Principal Investigator
NCI-2017-01979,Yes,No,Sponsor
NCI-2018-01375,No,No,Sponsor
Pro20170001392,Yes,No,Principal Investigator
A005D-E01-201,Yes,No,Sponsor
A212102,No,No,Sponsor
TAP_Sett17,No,No,Principal Investigator
CPO-100-US-101,Yes,No,Sponsor
IRB00058758,No,No,Sponsor
20-117,No,Yes,Sponsor
19-002006,No,No,Sponsor
Plasticity Longitudinal cANcer,No,No,Sponsor
2021-025,No,No,Principal Investigator
ATRC-101-A01,Yes,No,Sponsor
ST101-101,Yes,No,Sponsor
190143,Yes,No,Sponsor
CYT-0851-01,Yes,No,Sponsor
MC210102,Yes,No,Sponsor
17573,Yes,No,Sponsor
NCI-2020-13883,Yes,No,Sponsor
TT00420CN04,No,No,Sponsor
ONCR-177-101,Yes,No,Sponsor
SGNSTNV-001,Yes,No,Sponsor
2021-0299,Yes,Yes,Sponsor
SKL27969C001,Yes,No,Sponsor
ACE-Pan tumor-02,Yes,No,Sponsor
HCC 20-266,Yes,No,Sponsor-Investigator
2019-0239,No,No,Sponsor
D9090C00003,Yes,No,Sponsor
FT500-101,Yes,No,Sponsor
17364,Yes,No,Sponsor
180043,No,No,Sponsor
NCI-2020-06906,Yes,No,Sponsor
INT 48/21,No,No,Sponsor
IDE161-001,Yes,No,Sponsor
AK2018_1,No,No,Principal Investigator
FT536-101,Yes,No,Sponsor
STUDY00000719,No,No,Sponsor
DV001,No,No,Principal Investigator
JZP712-201,Yes,No,Sponsor
CancerDyads,No,No,Sponsor
TMPS-101,Yes,No,Sponsor
IIBSP-ECV-2019-103,,,Sponsor
00000441,No,No,Sponsor
CCI-2003,Yes,No,Sponsor
SGNB6A-001,Yes,No,Sponsor
MLB-PK-001,Yes,No,Sponsor
XmAb23104-01,Yes,No,Sponsor
2020-0439,Yes,No,Sponsor
CYH33-G102,Yes,No,Sponsor
20-410,No,No,Principal Investigator
202101,No,No,Sponsor
NB-ND021 (NM21-1480)-101,Yes,No,Sponsor
SBT6050-101,Yes,No,Sponsor
17-262-01,Yes,No,Sponsor
UC-IMM-2101,No,No,Sponsor
ADCT-301-103,Yes,No,Sponsor
170177,Yes,No,Principal Investigator
TPST-1120-001,Yes,No,Sponsor
180032,Yes,No,Principal Investigator
VICC SUPP 2112,No,No,Principal Investigator
IB2022-03,No,No,Sponsor
PR148/21,No,No,Principal Investigator
2020-117,No,No,Sponsor-Investigator
A9001502,No,No,Sponsor
NCI-2020-05428,Yes,No,Sponsor
2021-0175,Yes,No,Sponsor
CCT303-406-mST01,No,No,Sponsor
6B-20-1,Yes,No,Sponsor
NRG-BN009,No,No,Sponsor
TCR2-21-01,Yes,No,Sponsor
NCI-2020-05956,Yes,No,Sponsor
Pro9646,No,No,Principal Investigator
CA052-002,Yes,No,Sponsor
IMX-110-001,Yes,No,Sponsor
IIR 17-127,No,No,Sponsor
WPH 2201,No,Yes,Sponsor
IRB20-0462,No,No,Sponsor
XmAb808-01,Yes,No,Sponsor
2019-1091,Yes,No,Sponsor
INT156-19,No,No,Sponsor
02-MX-003,No,No,Sponsor
VAR-2022-04,No,Yes,Sponsor
Phase 1 SV-101,No,No,Principal Investigator
NYPC ERC# 2019-002,No,Yes,Sponsor
TTX-080-001,Yes,No,Sponsor
P.T.REC/012/003744,No,No,Principal Investigator
P.T.REC/012/004199,No,No,Principal Investigator
Doaa Atef,No,No,Sponsor-Investigator
09.2018.466,No,No,Sponsor
0752-20-HMO,No,No,Sponsor
OCEL-01,No,No,Sponsor
ILBS-VASMPCa-103,No,No,Sponsor
NuTide:303,Yes,No,Sponsor
IC 2020-11_ALCINA4,No,No,Sponsor
AMT-151-01,No,No,Sponsor
MDNA11-01,Yes,No,Sponsor
SGNTGT-001,Yes,No,Sponsor
PT199X1101,Yes,No,Sponsor
GB1275-1101 (KEYNOTE-A36),Yes,No,Sponsor
IB2022-02,No,No,Sponsor
INCAGN 2385-101,Yes,No,Sponsor
IB 2017-01,No,No,Sponsor
INCAGN 2390-101,Yes,No,Sponsor
NU04,No,No,Sponsor
STUDY00001436,No,No,Sponsor
20430,No,No,Sponsor
STUDY00015588,Yes,No,Principal Investigator
IRB00092505,No,No,Sponsor
NX-1607-101,Yes,No,Sponsor
GLP-CDK-1009,Yes,No,Sponsor
0S-17-4,No,No,Sponsor
Teleclub_cam,No,No,Principal Investigator
AS-IRB-BM-17056,No,No,Sponsor
HZDH20-002,No,No,Sponsor
Pro00100029,No,No,Sponsor
2022-0712,No,No,Sponsor
2018-0439,No,No,Principal Investigator
CR109080,Yes,No,Sponsor
GIMI-IRB-20004,No,No,Principal Investigator
2020-0079-E,No,No,Principal Investigator
2020-3,No,No,Sponsor
EOC317X1101,No,No,Sponsor
IRB00056774,No,No,Sponsor
EAQ202,No,No,Sponsor
SYNERGY-AI,No,No,Sponsor
V937-013,Yes,No,Sponsor
10000045,Yes,No,Sponsor
19-006717,No,No,Sponsor
ATLAS-101,Yes,No,Sponsor
19-151,No,No,Sponsor-Investigator
21-00715,Yes,No,Sponsor
TAC01-HER2-03,Yes,No,Sponsor
UW17009,Yes,No,Sponsor
UMCC 2021.076,No,No,Sponsor
H19-04010,No,No,Sponsor
F/N-R19-3893L,Yes,No,Principal Investigator
CRUKD/21/005,No,No,Sponsor
Adela-EDMRD-001,No,No,Sponsor
YXLL-KY-2022(057),No,No,Sponsor-Investigator
ISI dV Xi-NSM,No,Yes,Sponsor
16712,Yes,No,Sponsor
HREBA.CC-20-0098,No,No,Sponsor
IPO/PI134,No,No,Sponsor
IMM2520-001,Yes,No,Sponsor
Cancer Genetic Counseling.PSI,No,No,Principal Investigator
OM-GRPR-02,Yes,No,Sponsor
17493,Yes,No,Sponsor
LOXO-IDH-20002,Yes,No,Sponsor
1623168,No,No,Sponsor
11190071,No,No,Sponsor
PACT-0101,Yes,No,Sponsor
PROICM 2021-05 SER,No,No,Sponsor
IRB-300002068,No,No,Principal Investigator
0000-0001-5580-7256,No,No,Principal Investigator
2017-0319,Yes,No,Sponsor
TRV-003,No,No,Sponsor
ATOS-016R,No,No,Sponsor
HSP70CTC,No,No,Principal Investigator
Pro00104093,Yes,No,Sponsor-Investigator
VNC-236-101,Yes,No,Sponsor
DB-1303-O-1001,Yes,No,Sponsor
Metabolic Cancer 001,No,No,Sponsor
POWER,No,No,Principal Investigator
19-000756,Yes,Yes,Sponsor
7339-002,Yes,No,Sponsor
2018-001744-62,No,No,Sponsor
20-533,Yes,No,Principal Investigator
D9950C00001,Yes,No,Sponsor
19-011472,No,No,Sponsor
7684A-005,Yes,No,Sponsor
2017-0719,Yes,No,Sponsor
CBX-12-101,Yes,No,Sponsor
1801,Yes,No,Sponsor
MOHCCN-O,No,No,Sponsor
STU00209558,No,No,Principal Investigator
IJB-IRAES-2020,No,No,Principal Investigator
IRB00229163,No,No,Sponsor
ON-1002,Yes,No,Sponsor
SGN47M-001,Yes,No,Sponsor
TP-CA-001,No,No,Sponsor
P-MUC1C-ALLO1-001,Yes,No,Sponsor
NTI1GSA,No,No,Sponsor
FT538-102,Yes,No,Sponsor
OHSN-REB#20170381-01H,No,No,Principal Investigator
H-43405 VISTA,Yes,No,Principal Investigator
QUILT-2.025,Yes,No,Sponsor
ZZTIL-012,No,No,Sponsor
202211038RINA,No,No,Sponsor
20201421,No,No,Principal Investigator
YSCH-01-0000,No,No,Sponsor
SNB-101-101,No,No,Sponsor
1224/2018,No,No,Sponsor
438-IO-101,Yes,No,Sponsor
831-IO-101,Yes,No,Sponsor
BHP0120,No,No,Principal Investigator
CDX527-01,Yes,No,Sponsor
HREBA.CC-22-0196,No,No,Sponsor
Meet-URO 12,Yes,No,Principal Investigator
NC318-01,Yes,No,Sponsor
STR-004-001,Yes,No,Sponsor
Pro00103249,No,No,Sponsor
21850,Yes,Yes,Sponsor-Investigator
180049,Yes,No,Sponsor
ARC-5 (AB928CSP0005),Yes,No,Sponsor
201809177,No,Yes,Sponsor
2020-2110,Yes,No,Principal Investigator
AVS4TL - 0921,No,No,Sponsor
IIT2020-24-SHIRAZIP-BURN,No,No,Principal Investigator
PY159-2-01,Yes,No,Sponsor
C3651010,Yes,No,Sponsor
Palliach,No,No,Sponsor
DPM401,No,No,Sponsor
BR-DTX-OS-401,No,No,Sponsor
TAK-500-1001,Yes,No,Sponsor
PRT1419-02,Yes,No,Sponsor
IIT2020-13-GRESHAM-ELLY,No,No,Sponsor-Investigator
2018-0663,Yes,No,Sponsor
APHP190973,No,No,Sponsor
C3441037,Yes,No,Sponsor
CE 07-14-2020,No,No,Principal Investigator
ELVCAP-001-01,Yes,No,Sponsor
202100484,No,No,Principal Investigator
143631,Yes,No,Sponsor
ZZITICI-004,Yes,No,Sponsor
QBS-72S-1001,No,No,Sponsor
2440LM-002,Yes,No,Sponsor
MX-011-219,No,No,Sponsor
VISTA-101,Yes,No,Sponsor
ZZICI3-015,Yes,No,Sponsor
ALS-6000-101,Yes,No,Sponsor
AA1809,No,No,Principal Investigator
PMV-586-101,Yes,No,Sponsor
R231-A14057,No,No,Principal Investigator
AMXT1501-102,Yes,No,Sponsor
201909133,No,No,Sponsor
ROOT,No,No,Sponsor
BBI-355-101,Yes,No,Sponsor
FPI-1966-101,Yes,No,Sponsor
MYCT001,No,No,Sponsor
JAB-3312-1002,No,No,Sponsor
707-IO-101,Yes,No,Sponsor
UW18101,No,No,Sponsor
JAB-3312-1001,Yes,No,Sponsor
PAL-E602-001,Yes,No,Sponsor
340-74,Yes,No,Sponsor
PRO17070414,No,No,Principal Investigator
MAPreminder1,No,No,Principal Investigator
MFLeong,No,No,Principal Investigator
1100,Yes,No,Sponsor
MAPinitial,No,No,Principal Investigator
MAPreminder2,No,No,Principal Investigator
G190165,No,Yes,Sponsor-Investigator
JSKN003-102,No,No,Sponsor
RAIN-3202,Yes,No,Sponsor
IN10018-010,No,No,Sponsor
05-2019,No,No,Sponsor
56160922.7.3001.5274,No,No,Principal Investigator
PN #1082409C,No,No,Sponsor
CH1701,No,No,Sponsor
A222001,Yes,No,Sponsor
D0816C00020,No,No,Sponsor
K01CA190659,No,No,Principal Investigator
TOS-358-001,Yes,No,Sponsor
UW19-183,No,No,Principal Investigator
2011P002580-207,Yes,No,Principal Investigator
SI-B003-101,No,No,Sponsor
PROT004,No,Yes,Sponsor
EK 1612/2018,No,No,Sponsor-Investigator
202006168,No,No,Sponsor
FT-003,Yes,,Sponsor
BO41929,Yes,No,Sponsor
IRB202201399 -N-R,No,No,Sponsor
FLX475-02,Yes,No,Sponsor
2019-A02135-52,No,No,Sponsor
18-504,No,No,Principal Investigator
DB-1305-O-1001,Yes,No,Sponsor
TAS0612-101,Yes,No,Sponsor
IIT2021-07-Atkins-CARMA,No,No,Principal Investigator
1948-CL-0101,Yes,No,Sponsor
CO-338-100,Yes,No,Sponsor
STUDY00020629,No,No,Principal Investigator
E7766-G000-101,Yes,No,Sponsor
NRG-GU006,Yes,No,Sponsor
BBI-20201001,Yes,No,Sponsor
ZWI-ZW49-101,Yes,No,Sponsor
SAHoWMU-CR2021-02-404,No,No,Sponsor
BVAC-B-P1,No,No,Sponsor
IDE397-001,Yes,No,Sponsor
MDK-703-102,Yes,No,Sponsor
19-011444,Yes,No,Sponsor-Investigator
ATTCK-34-01,Yes,No,Sponsor
BDTX-189-01,Yes,No,Sponsor
DB-1310-O-1001,Yes,No,Sponsor
NRG-GU009,Yes,No,Sponsor
7101,No,No,Sponsor
17504,Yes,No,Sponsor
DGD-44-065,Yes,No,Sponsor
22-OBU-SH-CA-II-019,No,No,Principal Investigator
20220586-01H,No,No,Sponsor
D8532C00004,Yes,No,Sponsor
CLIN-17-008,No,Yes,Sponsor
200-04,No,No,Sponsor
Ad-p53-002,Yes,No,Sponsor
TUMAGNOSTIC(CP506-001),No,No,Sponsor
20210104,Yes,No,Sponsor
01GS,No,No,Sponsor
217228,Yes,No,Sponsor
CBP-1019-101,Yes,No,Sponsor
FT516-102,Yes,No,Sponsor
19-110,No,No,Sponsor
IMC-F106C-101,Yes,No,Sponsor
TK-Onko,No,No,Principal Investigator
Pro00103812,Yes,No,Sponsor-Investigator
17894,No,No,Principal Investigator
M19-345,Yes,No,Sponsor
21-00072,Yes,No,Sponsor
20246,Yes,No,Sponsor
UW21090,No,No,Sponsor
18-222,No,No,Principal Investigator
4830-001,Yes,No,Sponsor
2020-002766-14,No,No,Sponsor
17-01135,No,No,Sponsor
2019-00134,No,No,Sponsor-Investigator
AG0315OG/CTC0140,Yes,No,Sponsor
63646,No,No,Principal Investigator
19-007,No,No,Sponsor
2018-01B,No,No,Sponsor
201617079.3,No,No,Principal Investigator
IOSI-COVID19-001,No,No,Sponsor-Investigator
C4221015,Yes,No,Sponsor
ARRAY-818-202,Yes,No,Sponsor
0482-001,Yes,No,Sponsor
03.CP.0.3,No,Yes,Sponsor
GO42144,Yes,No,Sponsor
Ordu55,No,No,Principal Investigator
ORDU551,No,No,Principal Investigator
ONO-4059-09,Yes,No,Sponsor
19741,Yes,No,Sponsor
GOG-8030,,,Sponsor
JTX-8064-101,Yes,No,Sponsor
IBC0966-I/IIa,No,No,Sponsor
"019/026/ICI, CEI/1330/18",No,No,Principal Investigator
LCH-112020,No,No,Principal Investigator
HP-00070946,No,No,Principal Investigator
18HLGENE03,No,No,Sponsor
FGCL-4592-898,No,No,Sponsor
2000034075,No,No,Sponsor
CR108454,No,No,Sponsor
APHP180586,No,No,Sponsor
NCI-2020-07841,Yes,No,Sponsor
S60857,No,No,Sponsor-Investigator
MO19/127559,No,No,Sponsor
RPCR-breast 01,No,No,Sponsor
T30-0002,No,Yes,Sponsor
WP-2021-03,No,No,Sponsor
CAMH2_1001,Yes,No,Sponsor
CIRB Ref. No: 2019/2135,No,No,Principal Investigator
Nigeria World Cancer Walk 2022,No,No,Sponsor
NRG-HN010,Yes,No,Sponsor
D081SC00001Sub,Yes,No,Sponsor
FatebenefratelliH,No,No,Sponsor
D081SC00001,Yes,No,Sponsor
2019P001434-2,No,No,Principal Investigator
H18-02052,No,No,Principal Investigator
REG-114-2019,No,No,Sponsor
20-0270-E,No,No,Principal Investigator
PRO00104179,No,No,Sponsor
SJHH_PSPM,No,No,Sponsor
823871-iGame,No,No,Principal Investigator
2018-0419,No,No,Principal Investigator
2019-00965,No,No,Principal Investigator
COALESE/2021/103,No,No,Principal Investigator
BC 09915,No,No,Sponsor
7013,No,No,Sponsor
2017_71,No,No,Sponsor
22-200,No,No,Principal Investigator
PYC001,No,No,Principal Investigator
22-01516,No,No,Sponsor
2U01HG007292-05,No,No,Sponsor
20201224,No,No,Principal Investigator
CTMS# 19-0069,Yes,No,Sponsor
E2019453,No,No,Sponsor
21-103,No,No,Sponsor
ABCSG C08,No,No,Sponsor
PCA001,Yes,No,Sponsor
CASE1121,No,No,Sponsor
Nigeria Cancer Walk,No,No,Sponsor
20172841,No,Yes,Sponsor
RC31/18/0440,No,No,Sponsor
SDLNOC,No,No,Principal Investigator
20-565,No,No,Sponsor
Arabic BREAST-Q,No,No,Principal Investigator
UPCC 11919,No,No,Sponsor
2021-1211,No,No,Sponsor
segmental thoracic TEA-spinal,No,No,Principal Investigator
IRB-22-34,No,No,Principal Investigator
PSCI-19-112,No,No,Principal Investigator
LSHBSWMBC,No,Yes,Sponsor
2016-0463,No,No,Sponsor
IIT-0013,No,No,Sponsor
BND and RND,No,No,Principal Investigator
TheNethersole,No,No,Principal Investigator
1655,No,No,Sponsor
N-111012422,No,No,Sponsor
302,Yes,No,Sponsor
MC01/01/19,No,No,Sponsor
Colorectal Cancer,No,No,Principal Investigator
LCCC1748,No,Yes,Sponsor
1992110-1,No,No,Sponsor
CSC-20200324,No,No,Sponsor
69HCL22_0466,No,No,Sponsor
IMPACNEO,No,No,Sponsor-Investigator
0029-20-ZIV,No,No,Sponsor
HKG-KZ-LNG-102,No,No,Sponsor
GCO 19-2707,Yes,No,Principal Investigator
LIFT project,No,No,Sponsor
RECO_CT29A,No,No,Sponsor
S1614,Yes,No,Sponsor
INT 292/20,No,No,Sponsor-Investigator
STUDY21020095,No,No,Principal Investigator
D967MC00001,Yes,No,Sponsor
UHHeidelberg,No,No,Principal Investigator
R01CA205025,No,No,Principal Investigator
2019-PVSEP,No,No,Sponsor
HCB/2021/0130,No,No,Principal Investigator
TMHPO1763,No,No,Principal Investigator
002.1,No,No,Sponsor
LIFT,No,No,Sponsor
2767,No,No,Principal Investigator
APHP210359,No,No,Sponsor
M16VIB,No,No,Sponsor
EPOC1903,No,No,Principal Investigator
CASE2118,No,Yes,Sponsor
PARALUC,No,No,Principal Investigator
