ID,title,actual_duration,status,study_type,observational_study_model,target_duration,sampling_method,fda_regulated_drug,fda_regulated_device,enrollment_count
2021/03,A Deep Learning Method to Evaluate QT on Ribociclib,2.0027397260273974,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,60
CCR 5006,Exploring the Link Between Cancer Genetics and PPSP,0.4191780821917808,Unknown status,Observational,Case-Control,,Probability Sample,No,No,104
ICO-N-2018-12,Intravenous Chemotherapy and Plant-based Dietary Supplements,1.115068493150685,Completed,Observational,Cohort,,Non-Probability Sample,No,No,200
20180349,Health Economy Register,1.4931506849315068,Completed,Observational,Cohort,,Non-Probability Sample,,,219
H-18016600,Metabolic and Bone Changes After Adjuvant Cancer Treatments in Early Non-metastatic Breast Cancer,7.8794520547945215,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,120
NIS07075,Real-life Pan-HER-blockade With Neratinib,4.504109589041096,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,300
2018-172,The Effects of Wheat Sprouts Supplements on the Key Health Indicators of the Patients With Breast Cancer After Chemotherapy,1.4465753424657535,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,60
A211601,Evaluation of Mammographic Breast Density in Participants With Hormone Receptor-Negative Breast Cancer Enrolled on Study A011502,3.964383561643836,Terminated,Observational,Cohort,,Non-Probability Sample,No,No,18
22-4004,African Cancer Genome: GMD,1.5917808219178082,Recruiting,Observational,Cohort,1 Year,Non-Probability Sample,No,No,1500
AAAS3402,Glucose Monitoring During Chemotherapy,4.087671232876713,"Active, not recruiting",Observational,Cohort,,Probability Sample,No,No,22
HUM00208684,Pilot Observational Study Examining the Effect of Endocrine Therapy on Aging,3.9369863013698634,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,100
CADEX-0001,Development of a Cell Free DNA Assay as a Biomarker for Predicting Early Non-response to Therapy in Metastatic Cancer,4.589041095890411,Suspended,Observational,Cohort,,Probability Sample,No,No,750
İboelif22,"The Relationships Between Physical Activity Level, Quality of Life and Cognitive Level in Breast Cancer Patients",0.6657534246575343,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,54
SMC 2021-05-045,SMC Radiation Oncology Breast Cancer Cohort Study,10.002739726027396,Recruiting,Observational,Cohort,2 Years,Non-Probability Sample,No,No,500
SamsunU,Combination of Serratus Anterior and Pectoral Nerve Blocks (PECS II) as Main Anesthetic Method in Breast Cancer Surgery,1.0356164383561646,Recruiting,Observational,Cohort,1 Year,Probability Sample,No,No,1
ShandongCHI-18,Patient Report Outcome and Oncological Safety -Oncoplastic and Conventional BCS Cohort,3.249315068493151,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,5000
110.01-2016-GES-0001,Automated Breast Ultrasound Case Collection Registry,0.5397260273972603,Terminated,Observational,Cohort,30 Months,Non-Probability Sample,No,Yes,13
IRB00081356,Self Reported Pain in Women While Undergoing Treatment for Non-metastatic Breast Cancer,21.057534246575344,Recruiting,Observational,Cohort,,Probability Sample,Yes,No,102
VIL-HEQ-17-014,Health and QoL in Oncological Patients: Management of Bone Pathology in Italian Citbl Population,3.254794520547945,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,700
DS_v01,A Multicenter Prospective Post-registration Study of Empegfilgrastim to Evaluate Safety and Efficacy in Special Cancer Populations,3.345205479452055,Recruiting,Observational,Cohort,,Probability Sample,No,No,285
4-2020-1093,Radiotherapy for Thoracic and Breast Cancer and the Related Cardiotoxicity Following Treatment (RACCOON),1.9424657534246577,Unknown status,Observational,Cohort,,Probability Sample,No,No,200
GBG 107,Long-term Safety and Efficacy of GBG Study Participants,7.605479452054795,Recruiting,Observational,Cohort,10 Years,Probability Sample,No,No,400
CE-MRI&CESM in breast lesions,CE-MRI&CESM in Solid Breast Lesions,2.082191780821918,Not yet recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,50
2021-03165,Validation of Scales in Reconstructive Breast Surgery,6.504109589041096,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,500
CP-13-001,MarginProbe 2.0 Data Collection Protocol,2.0438356164383564,Recruiting,Observational,Case-Only,,Probability Sample,No,Yes,1000
I3Y-MC-B009,A Prospective Post-Marketing Observational Safety Study of Verzenios® (Abemaciclib) Among Breast Cancer Patients in China Verzenios® (Abemaciclib) Among Breast,4.169863013698631,Not yet recruiting,Observational,Other,104 Weeks,Non-Probability Sample,Yes,No,1500
17/222,Under- and Overdiagnosis in BreastScreen Norway,1.9397260273972605,Completed,Observational,Other,,Non-Probability Sample,No,No,3915
A5481160,"Demographics, Characteristics, Treatment Patterns and Clinical Outcomes of Palbociclib Treated Patients in Israel",0.8328767123287671,Completed,Observational,Cohort,,Non-Probability Sample,,,559
ICO-2019-16,Satisfaction and QUality of Life After Breast REconstruction,0.2273972602739726,Completed,Observational,Cohort,,Non-Probability Sample,No,No,300
M21REO,"Association of Silicone Breast Implant Reconstruction and -Enlargement With Overall Wellbeing, Lymphoma and Auto-immune Disease",2.9205479452054797,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,15000
22-001501,Characterization of TRPC6 to Predict and Prevent Chemotherapy Related Cardiac Toxicity and Heart Failure in Patients With Breast Cancer,5.041095890410959,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,300
ET19-283,Prospective Study of Immune Alterations in Operable Breast and Ovarian Carcinoma,10.005479452054795,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,160
PROICM 2018-09 BSA,Clinical Database of Safe Personalized Adjuvant Breast Radiotherapy Based on Individual Radiosensitivity,5.03013698630137,Recruiting,Observational,Other,,Non-Probability Sample,No,No,500
2019-4432,Screening Contrast-enhanced Mammography,5.975342465753425,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,300
NCC2021-0335,Local and Regional Radiotherapy for Nipple Sparing Mastectomy With Implant,7.131506849315069,Enrolling by invitation,Observational,Cohort,,Probability Sample,No,No,128
LET,Lymphedema Treatment Registry,1.252054794520548,Not yet recruiting,Observational,Cohort,2 Years,Non-Probability Sample,Yes,No,60
TNBC,Epidemiology of TNBC in Asyut Clinical Oncology Department,1.082191780821918,Not yet recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,50
2020-06245,Effects of Expectations and Body Image in Breast Reconstruction,3.9150684931506854,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,500
YOUNGBC-20,Detection and Analysis of MBC With Heterogeneous ER Expression,0.915068493150685,Completed,Observational,Cohort,,Non-Probability Sample,No,No,51
YOUNGBC-21,Pyrotinib Plus Trastuzumab Versus Pertuzumab Plus Trastuzumab,0.5808219178082191,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,300
A5481128,Treatment Patterns and Clinical Outcomes Among Patients With HR+/HER2- mBC Receiving Palbociclib Combination Therapy in the US Community Oncology Setting.,2.452054794520548,Completed,Observational,Cohort,,Non-Probability Sample,,,317
YOUNGBC-3,500mg Fulvestrant Versus Everolimus Plus Exemestane in MBC Patients Refractory to Previous AI,1.0027397260273974,Completed,Observational,Cohort,,Non-Probability Sample,No,No,130
YOUNGBC-14,Pyrotinib Plus Vinorelbine Versus Lapatinib Plus Capecitabine,1.4164383561643836,Completed,Observational,Cohort,,Non-Probability Sample,No,No,224
YOUNGBC-25,Negative ER Expression Assessed by 18F-FES PET/CT in the MBC With ER-positive Primary Tumor,0.4136986301369863,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,52
E2018210,Effect of Radiation and Its Timing on Breast Reconstruction in Chinese Patients,4.249315068493151,Unknown status,Observational,Cohort,2 Years,Non-Probability Sample,No,No,1344
ShandongCHI-14,Pyrotinib Combined With Trastuzumab And Chemotherapy in HER2-positive MBC,1.4136986301369863,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,200
7964,Clinical Validation of an Artificial Intelligence Algorithm to Help Interpret Mammograms,1.6986301369863013,Recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,1000
BreastIls-1605,Endogenous Mechanisms of Inactivation of the Endothelium Tumor,1.6657534246575343,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,70
2005P002282,Evaluating the Shared Decision Making Process Scale in Cancer Screening Decisions,0.7342465753424657,Completed,Observational,Cohort,,Non-Probability Sample,No,No,240
mastectomy coverage formula 20,New Formula to Predict the Need for Reconstructive Coverage Following Mastectomy,0.25205479452054796,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,30
17-001546,Evaluating Mepitel in Post-mastectomy Patients and the Role of the Skin Microbiome in Radiation Dermatitis,1.6246575342465754,Completed,Observational,Cohort,,Probability Sample,,,40
C3441038,Korea Post Marketing Surveillance (PMS) Study of Talzenna®,2.5835616438356164,Not yet recruiting,Observational,Case-Only,,Non-Probability Sample,Yes,No,600
ICO-2021-36,Pain and Functional Recovery After Mastectomy and IBR by Implant: Prepectoral Versus Subpectoral Technique,1.0000000000000002,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,30
L424,Cancer Surveillance and Support,2.4465753424657533,Recruiting,Observational,Other,,Non-Probability Sample,No,No,565
20CX6399,Histolog Comparison to Standard Histology,2.493150684931507,"Active, not recruiting",Observational,Other,,Non-Probability Sample,No,No,101
Patient reported outcome,Patient Reported Outcomes After Oncoplastic Breast Conserving Surgery,1.5068493150684932,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,100
21-374,A Study of Tumor Imaging With Multispectral Optoacoustic Tomography,1.0000000000000002,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,35
3212,"A Survey to Assess Knowledge, Attitudes & Practices in Surgeons With Regards to Breast Conservation Surgery & Mastectomy",0.5808219178082191,Completed,Observational,Cohort,,Non-Probability Sample,No,No,72
2018-06,Early Detection of Imaging-derived Subclinical Cardiac Injuries,5.610958904109589,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,148
B7391012,A Post-marketing Surveillance to Assess the Safety and Effectiveness of Zirabev in Domestic Patients With Various Cancer,2.213698630136986,Not yet recruiting,Observational,Case-Only,,Probability Sample,,,400
ONCO-FIRE,ONCOlogy-targeted NLP-powered Federated Hyper-archItecture and Data Sharing Framework for Health Data Reusability,2.504109589041096,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,5000
2021-01534,Effect of Breast Implants om Mammography Screening,2.638356164383562,"Active, not recruiting",Observational,Cohort,2 Years,Non-Probability Sample,No,No,2500
PPMP_INO,Persistant Post-mastectomy Pain in Breast Cancer : Incidence and Risk Factors,2.241095890410959,Completed,Observational,Cohort,,Probability Sample,No,No,722
Xiangan Hospital of XMU,Artificial Intelligence Analysis of Fluorescence Image to Intraoperatively Detect Metastatic Sentinel Lymph Node.,3.084931506849315,Recruiting,Observational,Other,,Non-Probability Sample,Yes,No,40
110.01-2018-GES-0001,Automated Breast Ultrasound as an Adjunct to Screening Digital Breast Tomosynthesis,3.0027397260273974,Withdrawn,Observational,Cohort,,Non-Probability Sample,No,Yes,0
NURS-IIR-IUSCCC-0748,Biobehavioral Correlates of Cancer-related Cognitive Dysfunction and Its Co-occurring Symptoms,0.6931506849315069,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,682
1/2020,Impact of Oncotype DX® on Treatment Recommendation and Its Economic Evaluation Under the Brazilian Society Perspective,0.49315068493150693,Completed,Observational,Cohort,5 Years,Non-Probability Sample,No,No,155
060021-HMO-CTIL,"Health Care Disparities in Culturally Diverse, Special Needs & Disadvantaged Populations - Bridging the Gap",1.7616438356164383,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,1200
MC210301,"Long Term Followup of Patients Enrolled in MC1137, BEAUTY Study",10.934246575342465,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,140
Yunwei Wei 2019-09-12,Study on Skin Microbiome of HFS,1.0986301369863014,Unknown status,Observational,Case-Control,,Probability Sample,Yes,No,50
K170702J,Follow-up of Elderly Patients in Ambulatory Surgery,1.1616438356164382,Unknown status,Observational,Cohort,,Probability Sample,No,No,320
2019-01395CE3508,Early Detection of Cardiotoxicity From Systemic and Radiation Therapy in Breast Cancer Patients,4.295890410958904,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,150
1613494-3,Improving Cancer Screening and Prevention During the COVID-19 Pandemic in Underserved Populations of Rhode Island,2.0109589041095894,Unknown status,Observational,Ecologic or Community,,Non-Probability Sample,No,No,100
CHIR-05-IMTAD,Ideal Marker for Targeted Axillary Dissection,2.408219178082192,Recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,100
EAQ201,COVID-19 Related Financial Hardship and Distress in Women Who Decline TMIST (EA1151) Participation,2.9123287671232876,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,14
PANTHERA,Evaluation of the Subjectively Perceived Pelvic Floor Function in Patients With Gynecological Tumors and Breast Cancer Under Systemic Tumor Therapy Using a Validated Questionnaire,5.7534246575342465,Recruiting,Observational,Case-Only,3 Years,Non-Probability Sample,No,No,200
BIOC-046,A Therapy Treatment Response Trial in Patients With Leptomeningeal Metastases ((LM) Using CNSide,2.3205479452054796,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,40
2017C0165,Cancer Activity and Lifestyle Measurement Study,5.83013698630137,"Active, not recruiting",Observational,Case-Only,,Non-Probability Sample,No,No,14
RFID,Breast Localization: RFID Tags vs Wire Localization,2.504109589041096,Recruiting,Observational,Case-Control,,Probability Sample,No,No,90
5505,PREDICTION OF GERMLINE BRCA 1/2 GENES FROM HEALTHY OVARIES,3.1205479452054794,Not yet recruiting,Observational,Other,,Non-Probability Sample,No,No,1300
FMP-2020-01-TIP,TIP in Patients Affected by Metastatic TNBC,3.0027397260273974,Recruiting,Observational,Case-Only,24 Months,Probability Sample,No,No,100
2016-051-000001- 1731,The Role of Circadian Rhythms in Cancer-Related Symptoms,2.0000000000000004,Unknown status,Observational,Case-Control,,Non-Probability Sample,No,No,124
None yet,An Observational Prospective Cohort Study Using an Actigraphy Device.,0.2958904109589041,Completed,Observational,Cohort,,Non-Probability Sample,No,No,40
Abbreviated Breast MRI,Abbreviated Breast MRI in Cancer Detection,2.9178082191780823,Unknown status,Observational,Case-Crossover,,Probability Sample,No,No,100
2669,Prospective Observational Study for Breast Microcalcifications Classification With Artificial Intelligence Techniques,3.010958904109589,Recruiting,Observational,Cohort,,Probability Sample,No,No,1426
MCC-20257,Barriers to Screening Breast MRI Utilization Among Patients at Elevated Risk,2.9726027397260273,"Active, not recruiting",Observational,Case-Only,,Non-Probability Sample,No,No,244
