ID,Title,Start_Date,Completion_Date,Actual_Duration,Status,Study_Type
Self-compassion FCR,Fear-focused Self-Compassion Therapy for Young Breast Cancer Patients Fear of Cancer Recurrence,2021-09-15,2023-12-01,807 days,Recruiting,Interventional
20-010751,3D Ultrasound Breast Imaging,2021-11-19,2025-12-31,1503 days,Recruiting,Interventional
IJB-BC-TDM1BM-2016,Kadcyla In pAtients With bRAin Metastasis,2018-02-23,2018-08-27,185 days,Withdrawn,Interventional
1B-15-6,Physical Activity in Reducing Metabolic Dysregulation (MetD) in Obese Latina Breast Cancer Survivors,2019-03-08,2019-07-31,145 days,Withdrawn,Interventional
P018,"A Study in Hormone Receptor-positive Metastatic Breast Carcinoma Patients to Test a New Schedule of Efti (IMP321, Eftilagimod Alpha) as Adjunctive to a Weekly Treatment Regimen of Paclitaxel",2023-06-01,2026-02-01,976 days,Withdrawn,Interventional
QUILT 2021-1,The QUILT Study: Quilting Sutures in Patients Undergoing Breast Cancer Surgery,2022-08-01,2023-07-01,334 days,Not yet recruiting,Interventional
2020-10/850,Correlation of Preoperative Anxiety With Early Postoperative Cognitive Dysfunction in Breast Cancer Patients,2020-10-21,2021-07-13,265 days,Completed,Observational
IEO 0758/,Histology VABB-Histology Post Surgery Pilot Project (BETTY Trial),2018-06-01,2021-12-31,1309 days,"Active, not recruiting",Observational
MC18C1,Fingolimod in Preventing Paclitaxel-Associated Neuropathy in Patients With Breast Cancer,2019-05-24,2023-06-01,1469 days,"Active, not recruiting",Interventional
GN19ON381,Investigating the Long-term Cardiac Sequelae of Trastuzumab Therapy,2021-03-15,2022-11-25,620 days,Recruiting,Observational
CBYL719H12301,Study Assessing the Efficacy and Safety of Alpelisib + Nab-paclitaxel in Subjects With Advanced TNBC Who Carry Either a PIK3CA Mutation or Have PTEN Loss,2020-06-08,2024-06-19,1472 days,"Active, not recruiting",Interventional
2021/03,A Deep Learning Method to Evaluate QT on Ribociclib,2022-12-01,2024-12-01,731 days,Not yet recruiting,Observational
WSG-AM11,"Adjuvant Therapy With Abemaciclib + SOC ET vs. SOC ET in Clinical or Genomic High Risk, HR+/HER2- EBC",2020-09-02,2027-12-01,2646 days,Recruiting,Interventional
2018-0528,An Investigational Surgical Procedure (Vascularized Lymph Node Transfer) in Reducing the Risk of Lymphedema in Patients With Breast Cancer Undergoing Breast Reconstruction,2019-05-24,2024-04-30,1803 days,Recruiting,Interventional
1024489,Exercise to Prevent AnthraCycline-based Cardio-Toxicity Study 2.0 (EXACT2),2019-04-29,2023-12-31,1707 days,Recruiting,Interventional
OBI-822-011,Study of Adagloxad Simolenin (OBI-822)/OBI-821 in the Adjuvant Treatment of Patients With Globo H Positive TNBC,2018-12-05,2027-12-30,3312 days,Recruiting,Interventional
CCR 5006,Exploring the Link Between Cancer Genetics and PPSP,2019-07-01,2019-12-01,153 days,Unknown status,Observational
ICO-N-2018-12,Intravenous Chemotherapy and Plant-based Dietary Supplements,2019-04-02,2020-05-13,407 days,Completed,Observational
20180349,Health Economy Register,2019-07-05,2020-12-31,545 days,Completed,Observational
MSCW2019,Mindfulness and Self-compassion Focussed Walking,2019-08-08,2022-12-31,1241 days,Recruiting,Interventional
H-18016600,Metabolic and Bone Changes After Adjuvant Cancer Treatments in Early Non-metastatic Breast Cancer,2018-12-17,2026-11-01,2876 days,Recruiting,Observational
2020-12-044-012,Pilot Study to Evaluate the Prevention and Safety of Doxorubicin-induced Cardiomyopathy Using Extracorporeal Shock Waves,2020-10-01,2023-06-01,973 days,Recruiting,Interventional
IJB-PRINTEMPS-2022,Multidisciplinary Approach to Fatigue,2022-08-19,2027-09-01,1839 days,Recruiting,Interventional
NIS07075,Real-life Pan-HER-blockade With Neratinib,2020-07-02,2025-01-01,1644 days,Recruiting,Observational
HNCH-BC009,"Fosaprepitant , Tropisetron and Olanzapine for the Prevention of Nausea and Vomiting in Patients With Breast Cancer",2022-01-01,2024-06-01,882 days,Recruiting,Interventional
c5ZTCN100,A PHASE 1B STUDY OF ZN-C5 IN CHINESE SUBJECTS,2021-05-31,2022-06-23,388 days,Completed,Interventional
CRO-2019-26,Does Type of Anesthesia Influence Inflammation Change After Breast Surgery?,2019-10-31,2021-11-01,732 days,Unknown status,Interventional
YM111146EF,Effects of Kombucha Intervention on Emotional Distress and Sleep Quality in Breast Cancer Survivors,2022-12-12,2025-12-12,1096 days,Recruiting,Interventional
AP2205-5015,Erector Spinae Plane Block Versus General Anesthesia in Breast Cancer Surgeries,2022-06-27,2023-04-10,287 days,Recruiting,Interventional
LCCC1921,Memantine for Prevention of Cognitive Decline in Patients With Breast Cancer,2019-09-25,2022-04-04,922 days,Completed,Interventional
182113,Improving Cognition After Cancer,2019-09-09,2024-02-01,1606 days,Recruiting,Interventional
EC /2018/0996,Pre- or Postoperative Accelerated Radiotherapy,2018-09-17,2021-11-19,1159 days,Completed,Interventional
ICO_UCC_202001,SMS Messaging as a Tool to Improve Cancer Screening Programs,2020-09-15,2022-12-31,837 days,Unknown status,Interventional
19-008929,Cryotherapy for the Prevention of Taxane-Induced Sensory Neuropathy of the Hands and Feet in Breast Cancer Patients,2020-01-23,2024-12-31,1804 days,"Active, not recruiting",Interventional
2018-172,The Effects of Wheat Sprouts Supplements on the Key Health Indicators of the Patients With Breast Cancer After Chemotherapy,2019-04-22,2020-10-01,528 days,Completed,Observational
19-578,Sacituzumab Govitecan In TNBC,2020-07-07,2026-10-01,2277 days,"Active, not recruiting",Interventional
Ref. 070/2018,Comparative Analysis of Three Locoregional Anesthesia Methods in Breast Tumour Pathology Surgery,2018-06-01,2020-06-30,760 days,Completed,Interventional
2021-04031,Supporting Women With Breast Cancer to Practice DIBH at Home Before Radiation Therapy,2023-09-01,2029-03-30,2037 days,Not yet recruiting,Interventional
A211601,Evaluation of Mammographic Breast Density in Participants With Hormone Receptor-Negative Breast Cancer Enrolled on Study A011502,2018-08-01,2022-07-18,1447 days,Terminated,Observational
PSCI 21-045,Trial Assessing Light Intensity Exercise on the Health of Older Breast Cancer Survivors,2021-11-22,2023-11-01,709 days,Recruiting,Interventional
22-4004,African Cancer Genome: GMD,2022-11-28,2024-07-01,581 days,Recruiting,Observational
AC-TMSQ-2018,Effect of Therapeutic Massage on Sleep Quality and Stress Levels in Women With Breast Cancer,2018-04-01,2019-01-09,283 days,Completed,Interventional
STU-2019-0769,PARP Inhibition During Pre-surgical Window in Breast/Ovary Cancer,2019-07-23,2021-06-15,693 days,Completed,Interventional
R-2021-3203-005,Hypofractionated Radiation Therapy vs Standard Treatment in Breast Cancer.,2021-04-26,2026-06-30,1891 days,Recruiting,Interventional
CD07_TNBC,Leronlimab (PRO 140) Combined With Carboplatin in Patients With CCR5+ mTNBC,2019-04-22,2022-09-16,1243 days,"Active, not recruiting",Interventional
F16J16000620002,Innovation in Mammography: Tomosynthesis Pathways,2018-09-03,2021-09-01,1094 days,Unknown status,Interventional
NUR20-0124CRYO,The Use of Cryotherapy to Prevent Paclitaxel-induced Peripheral Neuropathy and Nail Changes in Women With Breast Cancer,2020-08-04,2021-02-03,183 days,Terminated,Interventional
32551/09/2018,Evaluation of the Cardioprotective Effect of L-carnitine and Silymarin in Patients Receiving Anthracycline Chemotherapy,2018-09-10,2019-12-10,456 days,Completed,Interventional
AAAS3402,Glucose Monitoring During Chemotherapy,2019-10-31,2023-12-01,1492 days,"Active, not recruiting",Observational
2017-1535,OXEL: Immune Checkpoint or Capecitabine or Combination Therapy as Adjuvant Therapy for TNBC With Residual Disease,2018-05-21,2022-12-01,1655 days,"Active, not recruiting",Interventional
HUM00208684,Pilot Observational Study Examining the Effect of Endocrine Therapy on Aging,2022-07-25,2026-07-01,1437 days,Recruiting,Observational
12341234,Brass Mesh Bolus in Rotational Post-Mastectomy Radiation Therapy,2022-10-01,2023-10-01,365 days,Not yet recruiting,Interventional
Mepitel RCT,Randomized Phase III Trial With Mepitel Film for the Prophylaxis of Radiation Dermatitis in Breast Cancer Patients,2020-01-30,2024-12-01,1767 days,"Active, not recruiting",Interventional
ShandongCHI-07,Capecitabine Versus Vinorelbine in High Risk Breast Cancer With Pathologic Residual Tumors After Preoperative Chemotherapy,2018-11-01,2025-11-01,2557 days,Not yet recruiting,Interventional
D8532C00005,"A Study to Assess the Mass Balance Recovery, Metabolite Profile and Metabolite Identification of [14C]AZD9833",2022-05-10,2022-06-20,41 days,Completed,Interventional
CADEX-0001,Development of a Cell Free DNA Assay as a Biomarker for Predicting Early Non-response to Therapy in Metastatic Cancer,2019-03-01,2023-10-01,1675 days,Suspended,Observational
ELIPSE (SOLTI-1905),"Elacestrant in Preoperative Setting, a Window of Opportunity Study",2021-02-09,2022-02-25,381 days,Completed,Interventional
VI-ISRP-026,A Prospective Trial to Assess Breast Cancer Survivors and Vaginal Atrophy Treatment Outcomes,2018-08-01,2020-03-01,578 days,Suspended,Interventional
5652-18-SMC,Use of Gelronate Gel vs. Aloevera in Preventing/Minimizing Radiation-induced Dermatitis in Breast Cancer Patients,2019-03-25,2020-05-03,405 days,Completed,Interventional
İboelif22,"The Relationships Between Physical Activity Level, Quality of Life and Cognitive Level in Breast Cancer Patients",2022-01-05,2022-09-05,243 days,Recruiting,Observational
FEMAL,Comparison of the Efficacy and Tolerability of Femal Versus Placebo,2019-05-10,2022-04-01,1057 days,Completed,Interventional
20-30638,Identification and Validation of Biomarkers for Breast Cancer Resistance Protein (BCRP),2022-02-01,2023-09-01,577 days,Recruiting,Interventional
R.20.11.1099,Ultrasonographic Axillary Localization,2020-12-15,2022-04-01,472 days,Unknown status,Interventional
IRB00074154,Impact of Vitamin D Supplementation on the Rate of Pathologic Complete Response in Vitamin D Deficient Patients,2021-10-22,2024-07-01,983 days,Recruiting,Interventional
SMC 2021-05-045,SMC Radiation Oncology Breast Cancer Cohort Study,2021-01-01,2030-12-31,3651 days,Recruiting,Observational
CI-01022,Online Psychological Care Program for Women Who Attend a Breast Clinic.,2023-05-01,2024-08-01,458 days,Not yet recruiting,Interventional
SamsunU,Combination of Serratus Anterior and Pectoral Nerve Blocks (PECS II) as Main Anesthetic Method in Breast Cancer Surgery,2022-07-07,2023-07-20,378 days,Recruiting,Observational
ShandongCHI-18,Patient Report Outcome and Oncological Safety -Oncoplastic and Conventional BCS Cohort,2021-10-01,2024-12-30,1186 days,Not yet recruiting,Observational
JWCI OBCS WITH IORT,Oncoplastic Partial Mastectomy With Intraoperative Radiation Therapy (IORT) in Early Stage Breast Cancer Patients With Prior History of Chest Wall Radiation.,2021-12-16,2026-02-01,1508 days,Recruiting,Interventional
AAAT8915,Vaginal Dilator Therapy Among Women With Gynecologic and Breast Cancers Experiencing Dyspareunia,2022-08-03,2024-02-29,575 days,Recruiting,Interventional
20-513,Study of a Shortened Radiation Therapy Schedule in People With Breast Cancer,2020-11-24,2024-11-01,1438 days,Recruiting,Interventional
IRB00313835,Evaluating the Use of Patient Navigation to Promote Timely Diagnostic Evaluation During the COVID-19 Pandemic,2022-07-18,2024-06-01,684 days,Recruiting,Interventional
HE-202012,Effect of Huaier Granule on Adjuvant Treatment for High-risk Early-stage Triple-negative Breast Cancer,2021-06-18,2028-07-28,2597 days,Recruiting,Interventional
NCC201804007,Clinical Study on Drug Sensitivity Verification or Prediction of Therapy for Breast Cancer by Patient-Derived Organoid Model,2019-01-01,2020-07-01,547 days,Unknown status,Interventional
110.01-2016-GES-0001,Automated Breast Ultrasound Case Collection Registry,2018-07-12,2019-01-25,197 days,Terminated,Observational
PREVENT,"Swiss Multi-centre, Randomized, Placebo Controlled Trial of Pregabalin for Prevention of Persistent Pain in High Risk Patients Undergoing Breast Cancer Surgery",2018-01-09,2024-01-01,2183 days,Recruiting,Interventional
QL-KPTB-150,Pharmacokinetic and Safety Comparison of Two Capecitabine Tablets in Patients With Colorectal or Breast Cancer,2018-12-10,2019-01-26,47 days,Completed,Interventional
REaCT-Hot Flashes Pilot,Utilizing MyChart to Assess the Effectiveness of Interventions for Vasomotor Symptoms: A Feasibility Study,2022-02-25,2022-09-22,209 days,Completed,Interventional
IRB00081356,Self Reported Pain in Women While Undergoing Treatment for Non-metastatic Breast Cancer,2019-12-17,2041-01-01,7686 days,Recruiting,Observational
VIL-HEQ-17-014,Health and QoL in Oncological Patients: Management of Bone Pathology in Italian Citbl Population,2018-07-26,2021-10-26,1188 days,Unknown status,Observational
COMPLEMENT,Induction of Cisplatin/Nab-paclitaxel/Pembrolizumab Followed by Olaparib/Pembrolizumab Maintenance in mTNBC Patients,2022-06-01,2025-03-01,1004 days,Not yet recruiting,Interventional
DHLI-BC/OC-BE-001,Bioequivalence Study of Doxorubicin Hydrochloride Liposome Injection (Lipodox®) in Chinese Patients,2021-07-28,2022-04-30,276 days,Recruiting,Interventional
GS18/107321,ePainQ - Feasibility Study,2018-08-06,2020-03-30,602 days,Unknown status,Interventional
2019-003825-56,"Study Comparing Lymphoseek® vs. Albumin Nanocolloid in Head and Neck, Melanoma and Breast Cancer",2020-03-01,2021-08-01,518 days,Unknown status,Interventional
80252,Breast Reconstruction and Neoadjuvant Radiotherapy,2022-05-01,2024-03-01,670 days,Not yet recruiting,Interventional
Exo-LCR,Feasibility of Exosome Analysis in Cerebrospinal Fluid During the Diagnostic Workup of Metastatic Meningitis (Exo-LCR),2023-01-04,2026-12-01,1427 days,Recruiting,Interventional
MCC-19117,Vaccine to Prevent Recurrence in Patients With HER-2 Positive Breast Cancer,2018-02-19,2026-12-01,3207 days,"Active, not recruiting",Interventional
EA1181,CompassHER2-pCR: Decreasing Chemotherapy for Breast Cancer Patients After Pre-surgery Chemo and Targeted Therapy,2020-02-11,2038-12-31,6898 days,Recruiting,Interventional
PAL-ZJCC-02,Tumor Response Time of Palbociclib in Combination With AI in Real-world Chinese Patients,2021-04-22,2023-06-30,799 days,Recruiting,Interventional
GCO 18-1832,Leflunomide in Previously Treated Metastatic Triple Negative Cancers,2019-04-16,2025-10-01,2360 days,Recruiting,Interventional
DS_v01,A Multicenter Prospective Post-registration Study of Empegfilgrastim to Evaluate Safety and Efficacy in Special Cancer Populations,2020-04-28,2023-09-01,1221 days,Recruiting,Observational
T06/024/21,Exercise and Tumor Blood Flow in Lymphoma And Breast Cancer Patients (EXETUMOR 3),2021-08-10,2022-12-31,508 days,Recruiting,Interventional
ES,Effect of Low-dose Esketamine on Postoperative Depression in Patients With Breast Cancer,2021-02-10,2022-05-10,454 days,Completed,Interventional
Study00145121,Pilot Study of Effects of Duavee® on Imaging and Blood Biomarkers In Women With Menopausal Symptoms,2020-06-01,2021-07-31,425 days,Terminated,Interventional
STU 042018-083,Phase II Multi-center Trial Evaluating 5 Fraction Stereotactic Partial Breast Irradiation Using Gammapod,2019-04-22,2030-06-28,4085 days,"Active, not recruiting",Interventional
AcuBreast 2020,Fatigue as a Late Effect in Breast Cancer Survivors - is Acupuncture a Treatment Option?,2021-09-01,2023-07-01,668 days,Recruiting,Interventional
4-2020-1093,Radiotherapy for Thoracic and Breast Cancer and the Related Cardiotoxicity Following Treatment (RACCOON),2020-12-22,2022-12-01,709 days,Unknown status,Observational
A012103,Pembrolizumab vs. Observation in People With Triple-negative Breast Cancer Who Had a Pathologic Complete Response After Chemotherapy Plus Pembrolizumab,2023-05-10,2033-05-31,3674 days,Not yet recruiting,Interventional
HREBA.CC-22-0128,Impact of Metabolic Health Patterns And Breast Cancer Over Time in Women,2023-06-05,2027-06-01,1457 days,Not yet recruiting,Interventional
A191901,Additional Support Program Via Text Messaging and Telephone-Based Counseling for Breast Cancer Patients Receiving Hormonal Therapy,2021-02-15,2025-10-01,1689 days,Suspended,Interventional
VICCBRE2257,Circulating Tumor DNA to Guide Changes in Standard of Care Chemotherapy,2023-04-30,2028-05-01,1828 days,Not yet recruiting,Interventional
HCI69515,Amyloid Plaque Deposition in Chemotherapy-Induced Cognitive Impairment,2018-01-31,2026-01-01,2892 days,Recruiting,Interventional
TX05-03E,Extension Study to Provide Adjuvant Treatment Following Neoadjuvant Treatment and Surgical Resection in Protocol TX05-03,2019-08-20,2022-03-08,931 days,Completed,Interventional
2019/639,Effect of Nurse-led Supportive Care on Caregiver Burden and Well-being,2022-04-18,2023-01-13,270 days,Completed,Interventional
