ID,title,actual_duration,status,study_type,fda_regulated_drug,fda_regulated_device,responsible_party,enrollment_count
HR-BLTN-III-MBC-C,A Study of Pyrotinib in Combination With Trastuzumab and Docetaxel in Patients With HER2 Metastatic Breast Cancer,5.276712328767124,"Active, not recruiting",Interventional,Yes,No,Sponsor,590
ZWI-ZW25-202,A Study of ZW25 (Zanidatamab) With Palbociclib Plus Fulvestrant in Patients With HER2+/HR+ Advanced Breast Cancer,3.0547945205479454,"Active, not recruiting",Interventional,Yes,No,Sponsor,86
MC1892,Carbon Dioxide Fractional Laser in Treating Participants With Stage 0-III Hormone Receptor-Positive Breast Cancer With Vulvovaginal Atrophy,3.0027397260273974,Withdrawn,Interventional,Yes,Yes,Sponsor,0
MC1734,"Abemaciclib in Treating Patients With Surgically Resectable, Chemotherapy Resistant, Triple Negative Breast Cancer",3.5561643835616437,Recruiting,Interventional,Yes,No,Sponsor,200
UW20058,Intraoperative Evaluation of Axillary Lymphatics,1.073972602739726,Recruiting,Interventional,No,Yes,Sponsor,25
DokuzEUBanuNihan,Diagnostic Contribution of Ultrasonography in Breast Cancer-Related Lymphedema,0.07945205479452055,Completed,Interventional,No,No,Principal Investigator,34
202207200MIPB,"A Randomized Study Comparing the Immune Modulation Effect of Ribociclib, Palbociclib, and Abemaciclib in ER+/HER2- EBC",4.0410958904109595,Recruiting,Interventional,No,No,Sponsor,60
2019COIMBRA001,Combining Interventions of Fertility Preservation to Mitigate Fertility Loss After Breast Cancer,1.1643835616438356,Unknown status,Interventional,No,No,Sponsor,41
TADANAC,Targeted Axillary Dissection After Neo-adjuvant Chemotherapy,3.115068493150685,Recruiting,Observational,No,No,Sponsor,100
00055029,Investigation of a Digital Healthy Habits Program for Individuals With Breast Cancer,0.10410958904109589,Completed,Observational,No,No,Sponsor,30
C4391002,A Study to Learn About the Study Medicine (Called PF-07220060 in Combination With PF-07104091) In Participants With Breast Cancer and Solid Tumors,5.8,Recruiting,Interventional,Yes,No,Sponsor,144
CPH-2022-10-MHS-2,Effect of Topical Diclofenac on Clinical Outcome in Breast Cancer Patients Treated With Capecitabine,0.8986301369863013,Recruiting,Interventional,No,No,Sponsor,66
HCRN BRE17-141,Trial of Pre-operative Neratinib and Endocrine Therapy With Trastuzumab in Triple Positive Breast Cancers,1.5342465753424657,Recruiting,Interventional,Yes,No,Sponsor-Investigator,48
YOUNGBC-11,First-line Nab-paclitaxel Plus Cisplatin Plus Carilizumab in mTNBC Patients,3.1397260273972605,Recruiting,Interventional,No,No,Principal Investigator,90
C4891018,A Study to Learn About the Study Medicine (Called ARV-471) in People With ER+/HER2- Advanced BC in China,1.7863013698630137,Recruiting,Interventional,No,No,Sponsor,9
P-2020-246,Stick Together - Pilot Intervention Study,1.3287671232876712,Enrolling by invitation,Interventional,No,No,Principal Investigator,50
YOUNGBC-18,Sintilimab and Bevacizumab Biosimilar Combined With PLD in mTNBC,2.750684931506849,Recruiting,Interventional,No,No,Principal Investigator,41
SHR-1210-APTN-IIT-TNBC,A Trial of SHR-1210 (an Anti-PD-1 Antibody) in Combination With Apatinib in Patients With Advanced TNBC,2.723287671232877,Completed,Interventional,No,No,Principal Investigator,40
PF008,Treatment Patterns of Neratinib in HER2+ EBC in China,3.750684931506849,Not yet recruiting,Observational,No,No,Sponsor,500
FMUUH-BC-2201,PirfenidoneVsPlacebo as Prophylaxis Against Acute Radiation-induced Lung Injury Following HFRT in Breast Cancer Patients,1.3424657534246576,Not yet recruiting,Interventional,No,No,Principal Investigator,214
20-153,Sacituzumab Govitecan +/- Pembrolizumab In HR+ / HER2 - MBC,6.69041095890411,Recruiting,Interventional,Yes,No,Sponsor-Investigator,110
OBU-BC-II-024,Trastuzumab Combined With Pyrrolidine and Chemotherapy for Locally HER2 Positive Breast Cancer,6.421917808219178,Recruiting,Interventional,No,No,Principal Investigator,104
328717,Effects of a Physical Exercise and Health Education Program for Women With Breast Cancer Undergoing Chemotherapy,3.923287671232877,Unknown status,Interventional,No,No,Sponsor,136
2066383,Metacognitive Strategy Training in Cancer-related Cognitive Impairment,1.8136986301369864,Recruiting,Interventional,No,No,Principal Investigator,44
2021-5644,App for Adverse Events to Oral Chemotherapy - Pilot Study,0.9561643835616439,Recruiting,Interventional,No,No,Sponsor-Investigator,30
MC1935,Assessing the Rate of Complications in X-Ray Therapy Versus Proton Beam Radiation Therapy After Breast Conserving Surgery or Mastectomy in Treating Patients With Breast Cancer,4.002739726027397,Recruiting,Interventional,No,No,Sponsor,98
19F.265,A Text-based Intervention in Improving Adherence to Hormone Therapy in Patients With Stage I-III Hormone Receptor Positive Breast Cancer,5.567123287671233,Recruiting,Interventional,No,No,Sponsor,340
201901698B0,Music Therapy in Patients With Breast Cancer- a Randomized Controlled Trial,0.3315068493150685,Unknown status,Interventional,No,No,Sponsor,130
2,A Feasibility Study of the Bone@BC App Version 3.0,1.9150684931506852,Not yet recruiting,Interventional,No,No,Principal Investigator,50
2018-0477,Infertility Survey Among Reproductive Age Women With Gynecological and Breast Cancer,4.336986301369863,Recruiting,Observational,No,No,Sponsor,1410
MedOPP253,Ipatasertib Plus Non-Taxane Chemotherapy for Advanced or Metastatic Triple-Negative Breast Cancer,3.315068493150685,"Active, not recruiting",Interventional,No,No,Sponsor,54
S-20180117,Treatment of Breast Cancer-related Lymphedema With Stem Cells and Fat Grafting,2.4547945205479453,Completed,Interventional,No,No,Principal Investigator,80
BZ01/17,Effect of Quilting Sutures on Post-operative Drainage After Mastectomy and/or Axillary Lymph Node Dissection,1.6164383561643836,Terminated,Interventional,No,No,Sponsor,10
712,Effects of Interpectoral-Pectoserratus Plane Block After Breast Cancer Surgery,0.49863013698630143,Not yet recruiting,Observational,No,No,Principal Investigator,60
RC48-C006,A Study of RC48-ADC Administered Intravenously to Patients With HER2-Positive Metastatic Breast Cancer With or Without Liver Metastases,5.69041095890411,Recruiting,Interventional,No,No,Sponsor,301
KGYY-001,Plasmodium Immunotherapy for Breast and Liver Cancers,3.3945205479452056,Unknown status,Interventional,No,No,Sponsor,60
1808852902,"Pilot, Syndros, Decreasing Use of Opioids in Breast Cancer Subjects With Bone Mets",2.3534246575342466,Completed,Interventional,Yes,No,Sponsor,14
UHaiArtBC,The Role of Emotional Processing in Improving the Quality of Life of Breast Cancer Patients,3.0,Completed,Interventional,No,No,Principal Investigator,343
16381,Responsiveness to Acute Changes in Exercise and Relaxation (RACER) Trial,0.3726027397260274,Completed,Interventional,No,No,Principal Investigator,40
NL67059.068.18,Microsurgical Treatment of Breast Cancer-related Lymphedema by Lymphaticovenous Anastomosis,3.5835616438356164,Recruiting,Interventional,No,No,Sponsor,120
WHUH-BC-001,Camrelizumab in Combination With PLD and Losartan in Patients With TNBC Who Have Received ≦ 1 Line of Chemotherapy,3.0027397260273974,Not yet recruiting,Interventional,No,No,Principal Investigator,52
ALRN-6924-1-05,A Study of ALRN-6924 for Protection of Chemotherapy-Induced Side Effects in Patients With TP53-Mutant Breast Cancer,0.12054794520547947,Terminated,Interventional,Yes,No,Sponsor,6
202301160RINA,Novel MRI Techniques on Evaluation of Lymphedema,3.6465753424657534,Recruiting,Observational,No,No,Sponsor,210
IRB00223131,Adaptive Nutrition and Exercise Weight Loss (A-NEW) Study,2.893150684931507,"Active, not recruiting",Interventional,No,No,Sponsor,55
202111198,Combination Liposomal Irinotecan and Pembrolizumab For Triple-Negative Breast Cancer (TNBC) With Brain Metastases (BM),6.50958904109589,Not yet recruiting,Interventional,Yes,No,Sponsor,42
Shengjing-LCG003,Palbociclib + Letrozole Versus Epirubicin + Cyclophosphamide and Sequential Docetaxel as Neoadjuvant Chemotherapy,4.868493150684931,Not yet recruiting,Interventional,No,No,Principal Investigator,152
AHQU-2022002,Personalized Electroacupuncture Treatment for Chemotherapy-induced Nausea and Vomiting in Breast Cancer (PET),2.8,Recruiting,Interventional,No,No,Principal Investigator,234
IC 2019-04,MIRs 04 : Interpectoral Nerve Block With Ropivacaine Versus Placebo Before Breast Cancer Surgery,1.484931506849315,Completed,Interventional,No,No,Sponsor,182
STU00201961B,A Research Study for Latina Women With Breast Cancer,2.0657534246575344,"Active, not recruiting",Interventional,No,No,Principal Investigator,58
2-107-05-079,Use of a Remifentanil-propofol Mixture in Patients Undergoing Breast Cancer Surgery,0.4,Completed,Interventional,No,No,Principal Investigator,84
2001272738,Epigenetics of TNBC in Overweight and Obese Hispanic & Non-Hispanic White Women,3.0027397260273974,Withdrawn,Observational,No,No,Sponsor,0
2018/781,Pre-operative Hypnosis to Prevent Side Effects After Surgery,2.671232876712329,Completed,Interventional,No,No,Principal Investigator,14
2012-090-1182,Shared Decision Making in Surveillance for Distant Metastasis in Breast Cancer,2.5726027397260274,Enrolling by invitation,Interventional,No,No,Principal Investigator,368
IRB00054587,Ketoconazole Before Surgery in Treating Patients With Recurrent Glioma or Breast Cancer Brain Metastases,4.389041095890411,Recruiting,Interventional,Yes,No,Sponsor,19
VSN-18-199,The Effects of Light Therapy to Treat Cancer-related Side Effects,4.065753424657535,Recruiting,Interventional,No,No,Principal Investigator,240
2022YF035-01,Dalpiciclib Plus Letrozole and Capecitabine,1.9780821917808222,Not yet recruiting,Interventional,No,No,Sponsor,48
22-544,TRUDI: TDXD+Durva in HER2+/Low IBC,9.509589041095891,Not yet recruiting,Interventional,Yes,No,Sponsor-Investigator,63
2019-06-027,Cohort Study of Patients With HER2-negative MBC and BRCA 1/2 Pathogenic Mutation,2.208219178082192,Unknown status,Observational,No,No,Principal Investigator,583
MRI in response assesment,Functional MRI in Predicting Response to Chemotherapy,4.545205479452055,Recruiting,Observational,No,No,Principal Investigator,50
021-013772,Marker Technique Comparison in Targeted Axillary Dissection,1.5068493150684932,Not yet recruiting,Interventional,No,No,Sponsor-Investigator,40
GCO 15-1783,Systematic Light Exposure for Fatigue in Breast Cancer Patients,4.263013698630137,Recruiting,Interventional,No,No,Principal Investigator,248
1191/2018,"Exercise, Cancer and Cognition: The ECCO-Study",6.005479452054795,Recruiting,Interventional,No,No,Principal Investigator,126
NCI-2017-01119,Testing the Drug Atezolizumab or Placebo With Usual Therapy in First-Line HER2-Positive Metastatic Breast Cancer,5.13972602739726,"Active, not recruiting",Interventional,Yes,No,Sponsor,600
UAB 1794,"Tucatinib, Trastuzumab, and Capecitabine for the Treatment of HER2+ LMD",5.421917808219178,"Active, not recruiting",Interventional,Yes,No,Principal Investigator,17
19-5080,Cardio-Oncology Rehabilitation Exercise,1.7178082191780821,Recruiting,Observational,No,No,Principal Investigator,100
METIS,ACH-TH vs EC-TH as Neoadjuvant Therapy for HER2-positive EBC,2.978082191780822,Unknown status,Interventional,No,No,Principal Investigator,180
IUSCC-0616 (1709077419),Investigating the Preventative Ability of Massage Therapy on Paclitaxel Induced Peripheral Neuropathy,0.6821917808219178,Terminated,Interventional,No,No,Sponsor-Investigator,5
IRB00092014,IORT-Breast at Medical Center Navicent Health,10.794520547945206,Recruiting,Observational,No,Yes,Sponsor,300
APA-PG1,Adapted Physical Activity (APA) in a Breast Cancer Population.,4.000000000000001,"Active, not recruiting",Interventional,No,No,Principal Investigator,100
26778919.3.0000.0072,Acupuncture for Peripheral Neuropathy Induced by Paclitaxel in Early Stage Breast Cancer,2.082191780821918,Unknown status,Interventional,No,No,Sponsor,60
HSM/VGH-2017-01-011AC,Effects of Naturalistic Decision-Making Model-based Oncofertility Care Education,2.334246575342466,Completed,Interventional,No,No,Principal Investigator,140
H2207-207-1346,Evaluating the Efficacy and Safety of Fulvestrant Plus DNA Damage Repair Inhibitors After a CDK4/6 Inhibitor,3.0027397260273974,Not yet recruiting,Interventional,No,No,Principal Investigator,64
CRM-BRE-002,The Malaysian Soy and Mammographic Density Study,1.5342465753424657,Unknown status,Interventional,No,No,Sponsor,282
BC-TATOO-2020,Application of Preoperative Axillary Lymph Node Marking With Nano-Carbon in Breast Cancer Patients Before Neoadjuvant Chemotherapy,3.0821917808219177,Recruiting,Interventional,No,No,Sponsor,200
ICO-N-2018-03,Sentinel Lymph Node After Neoadjuvant Chemotherapy in Breast Carcinoma,4.7315068493150685,Recruiting,Interventional,No,No,Sponsor,385
20190511,Ultrasound-assisted CNSs Mapping Versus Dual-tracer-guided Sentinel Lymph Node Biopsy,1.5013698630136987,Completed,Interventional,No,No,Principal Investigator,330
RG1121659,Effect of HSD3B1 (1245C) Gene Mutation on Treatment of Stage I-III Breast Cancer,1.6849315068493151,Recruiting,Interventional,Yes,No,Sponsor,60
17-AKD-186,Erector Spinae Block in Segmental Mastectomy.,1.0767123287671232,Unknown status,Interventional,No,No,Principal Investigator,30
Immuno2020-01,A Phase II Trial of Camrelizumab in Combination With Apatinib and Eribulin in Patients With Advanced TNBC,3.4356164383561643,"Active, not recruiting",Interventional,No,No,Principal Investigator,46
BGB-A317-ZW25-101,Anti-HER2 Bispecific Antibody ZW25 Activity in Combination With Chemotherapy With/Without Tislelizumab,6.76986301369863,"Active, not recruiting",Interventional,Yes,No,Sponsor,71
STUDY00011444,Nurse AMIE: Addressing Metastatic Individuals Everyday,1.5068493150684932,Completed,Interventional,No,No,Principal Investigator,21
TQB3616-Ⅲ-02,"To Evaluate the Efficacy and Safety of TQB3616 in Combination With Flulvesant Versus Placebo in Combination With Flulvesant in Previously Untreated Hormone-receptor (HR)-Positive, Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Advanced Breast Cancer",4.002739726027397,Not yet recruiting,Interventional,No,No,Sponsor,428
ATOX-2018,Efficacy and Safety of Atezolizumab Plus Capecitabine Adjuvant Therapy for Triple Receptor-Negative Breast Cancer,8.049315068493152,Recruiting,Interventional,No,No,Principal Investigator,284
A5481150,Treatment Patterns & Clinical Outcomes of Palbociclib Combinations in HR+HER2-MBC,3.794520547945206,Recruiting,Observational,No,No,Sponsor,350
SHAW001,Losartan to Reduce Radiation Induced Fibrosis in Breast Cancer Patients,4.000000000000001,Not yet recruiting,Interventional,Yes,No,Principal Investigator,40
71306642-5/24,Serratus Plane Plus Pectoral I Block Versus Serratus Plane Block for Perioperative Analgesia in Breast Cancer Surgery,0.4575342465753425,Completed,Interventional,No,No,Principal Investigator,60
CETC 002,Association of Adjuvant Radiotherapy of Non-metastatic Breast Carcinoma With Immunomodulation and Circulating Tumor Cell Phenotype in Relation to Patient Age.,5.504109589041096,Recruiting,Observational,No,No,Principal Investigator,200
2021-0077,Grapiprant and Eribulin for the Treatment of Metastatic Inflammatory Breast Cancer,4.1589041095890416,Recruiting,Interventional,Yes,No,Sponsor,25
SYSA1501-CSP-005,"DP303c in Patients With HER2-positive Unresectable Locally Advanced, Relapsed, or Metastaticbreast Cancer",1.6684931506849314,Not yet recruiting,Interventional,No,No,Sponsor,191
00031569,Photoacoustic Lymph Node Imaging,6.16986301369863,Suspended,Observational,No,No,Sponsor-Investigator,20
1028595,Chemotherapy-Induced Peripheral Neuropathy-Essential Oil Intervention,1.515068493150685,Completed,Interventional,No,No,Sponsor,26
QoLMa,Quality of Life Improvement During Chemotherapy,3.419178082191781,Recruiting,Interventional,No,No,Sponsor-Investigator,62
CTPR-0015,An Efficacy Study of the Xoft® Axxent® eBx® IORT System® Lite,12.008219178082191,Withdrawn,Interventional,No,Yes,Sponsor,0
FZPL-Ib-105,A Trial of SHR-1210 (an Anti-PD-1 Inhibitor) in Combination With Apatinib and Fluzoparib in Patients With TNBC,1.6876712328767123,Completed,Interventional,No,No,Sponsor,32
