ID,Gender,Minimum_Age,Healthy_Volunteers
0752-20-HMO,All,18 ,No
OCEL-01,All,18 ,No
ILBS-VASMPCa-103,All,18 ,No
NuTide:303,All,18 ,No
IC 2020-11_ALCINA4,All,18 ,No
AMT-151-01,All,18 ,No
MDNA11-01,All,18 ,No
SGNTGT-001,All,18 ,No
PT199X1101,All,18 ,No
GB1275-1101 (KEYNOTE-A36),All,18 ,No
IB2022-02,All,nan,No
INCAGN 2385-101,All,18 ,No
IB 2017-01,All,18 ,No
INCAGN 2390-101,All,18 ,No
NU04,Female,33 ,No
STUDY00001436,All,18 ,Accepts Healthy Volunteers
20430,All,18 ,No
STUDY00015588,All,21 ,No
IRB00092505,All,18 ,No
NX-1607-101,All,18 ,No
GLP-CDK-1009,All,18 ,No
0S-17-4,All,18 ,No
Teleclub_cam,All,18 ,No
AS-IRB-BM-17056,All,20 ,Accepts Healthy Volunteers
HZDH20-002,All,18 ,No
Pro00100029,Female,18 ,No
2022-0712,All,18 ,No
2018-0439,All,21 ,No
CR109080,All,18 ,Accepts Healthy Volunteers
2020-0079-E,All,40 ,Accepts Healthy Volunteers
EOC317X1101,All,18 ,No
IRB00056774,All,18 ,No
EAQ202,All,18 ,No
SYNERGY-AI,All,nan,No
V937-013,All,18 ,No
10000045,All,18 ,No
19-006717,All,18 ,No
ATLAS-101,All,18 ,No
19-151,All,40 ,Accepts Healthy Volunteers
21-00715,Female,18 ,No
TAC01-HER2-03,All,18 ,No
UW17009,Male,18 ,No
UMCC 2021.076,All,18 ,No
H19-04010,All,18 ,No
F/N-R19-3893L,All,21 ,No
CRUKD/21/005,All,16 ,No
Adela-EDMRD-001,All,40 ,Accepts Healthy Volunteers
YXLL-KY-2022(057),All,18 ,No
ISI dV Xi-NSM,Female,18 ,No
16712,Female,18 ,No
HREBA.CC-20-0098,All,18 ,Accepts Healthy Volunteers
IPO/PI134,All,18 ,No
IMM2520-001,All,18 ,No
Cancer Genetic Counseling.PSI,All,18 ,Accepts Healthy Volunteers
OM-GRPR-02,All,18 ,No
LOXO-IDH-20002,All,18 ,No
1623168,Female,18 ,Accepts Healthy Volunteers
1,Female,18 ,No
11190071,All,18 ,No
PACT-0101,All,18 ,No
PROICM 2021-05 SER,All,18 ,Accepts Healthy Volunteers
IRB-300002068,All,50 ,No
0000-0001-5580-7256,All,18 ,No
2017-0319,Female,18 ,No
TRV-003,All,18 ,No
ATOS-016R,Female,40 ,Accepts Healthy Volunteers
HSP70CTC,All,18 ,No
Pro00104093,All,18 ,No
VNC-236-101,All,18 ,No
Metabolic Cancer 001,All,18 ,No
19-000756,All,18 ,No
7339-002,All,18 ,No
2018-001744-62,All,18 ,No
20-533,All,18 ,No
D9950C00001,All,18 ,No
19-011472,All,18 ,No
7684A-005,All,18 ,No
2017-0719,All,18 ,No
CBX-12-101,All,18 ,No
1801,All,18 ,No
MOHCCN-O,All,18 ,No
STU00209558,All,18 ,No
IJB-IRAES-2020,All,18 ,No
IRB00229163,All,18 ,No
ON-1002,All,18 ,No
SGN47M-001,All,18 ,No
TP-CA-001,All,nan,No
P-MUC1C-ALLO1-001,All,18 ,No
NTI1GSA,All,18 ,No
FT538-102,All,18 ,No
OHSN-REB#20170381-01H,All,18 ,No
H-43405 VISTA,All,18 ,No
QUILT-2.025,All,18 ,No
ZZTIL-012,All,18 ,No
202211038RINA,All,20 ,Accepts Healthy Volunteers
20201421,Female,21 ,No
YSCH-01-0000,All,18 ,No
SNB101P01,All,19 ,No
1224/2018,Female,18 ,No
438-IO-101,All,18 ,No
831-IO-101,All,18 ,No
BHP0120,All,30 ,Accepts Healthy Volunteers
CDX527-01,All,18 ,No
HREBA.CC-22-0196,All,18 ,No
Meet-URO 12,All,18 ,No
NC318-01,All,18 ,No
STR-004-001,All,18 ,No
Pro00103249,All,18 ,No
21850,All,18 ,No
180049,All,18 ,No
ARC-5 (AB928CSP0005),All,18 ,No
201809177,All,18 ,No
2020-2110,All,18 ,No
AVS4TL - 0921,All,18 ,nan
IIT2020-24-SHIRAZIP-BURN,All,18 ,Accepts Healthy Volunteers
PY159-2-01,All,18 ,No
C3651010,All,18 ,No
Palliach,All,18 ,No
DPM401,All,18 ,No
BR-DTX-OS-401,All,19 ,No
TAK-500-1001,All,18 ,No
PRT1419-02,All,18 ,No
IIT2020-13-GRESHAM-ELLY,All,18 ,No
2018-0663,All,18 ,No
APHP190973,All,18 ,No
C3441037,All,18 ,No
CE 07-14-2020,Female,18 ,No
ELVCAP-001-01,All,18 ,No
143631,All,18 ,No
202100484,All,18 ,No
ZZITICI-004,All,18 ,No
QBS-72S-1001,All,18 ,No
2440LM-002,All,18 ,No
MX-011-219,All,21 ,Accepts Healthy Volunteers
DB-1303-O-1001,All,18 ,No
VISTA-101,All,18 ,No
ZZICI3-015,All,18 ,No
ALS-6000-101,All,18 ,No
AA1809,All,18 ,No
PMV-586-101,All,12 ,No
R231-A14057,All,18 ,No
AMXT1501-102,All,12 ,No
201909133,All,18 ,No
ROOT,All,18 ,No
FPI-1966-101,All,18 ,No
MYCT001,All,1 Month,No
JAB-3312-1002,All,18 ,No
707-IO-101,All,18 ,No
UW18101,Female,18 ,No
JAB-3312-1001,All,18 ,No
PAL-E602-001,All,18 ,No
340-74,All,18 ,Accepts Healthy Volunteers
PRO17070414,Female,18 ,No
MAPreminder1,All,18 ,No
MFLeong,All,18 ,No
1100,All,18 ,No
MAPinitial,All,18 ,No
MAPreminder2,All,18 ,No
G190165,All,18 ,No
JSKN003-102,All,18 ,No
RAIN-3202,All,18 ,No
05-2019,Female,18 ,Accepts Healthy Volunteers
56160922.7.3001.5274,All,18 ,No
PN #1082409C,Female,18 ,No
A222001,Male,18 ,No
CH1701,All,18 ,Accepts Healthy Volunteers
D0816C00020,Female,18 ,No
K01CA190659,All,18 ,Accepts Healthy Volunteers
TOS-358-001,All,18 ,No
UW19-183,All,18 ,No
2011P002580-207,All,18 ,No
SI-B003-101,All,18 ,No
PROT004,All,18 ,No
EK 1612/2018,Female,18 ,No
202006168,All,18 ,No
FT-003,All,18 ,No
BO41929,All,18 ,No
IRB202201399 -N-R,All,18 ,Accepts Healthy Volunteers
FLX475-02,All,18 ,No
2019-A02135-52,All,18 ,No
18-504,All,21 ,No
DB-1305-O-1001,All,18 ,No
TAS0612-101,All,18 ,No
IIT2021-07-Atkins-CARMA,All,18 ,No
1948-CL-0101,All,18 ,No
CO-338-100,All,18 ,No
STUDY00020629,All,18 ,Accepts Healthy Volunteers
E7766-G000-101,All,18 ,No
NRG-GU006,Male,18 ,No
BBI-20201001,All,18 ,No
ZWI-ZW49-101,All,18 ,No
SAHoWMU-CR2021-02-404,All,nan,Accepts Healthy Volunteers
BVAC-B-P1,All,19 ,No
IDE397-001,All,18 ,No
MDK-703-102,All,18 ,No
19-011444,Female,18 ,No
ATTCK-34-01,All,18 ,No
BDTX-189-01,All,18 ,No
DB-1310-O-1001,All,18 ,No
NRG-GU009,Male,18 ,No
7101,Female,18 ,No
17504,All,18 ,No
DGD-44-065,All,18 ,No
22-OBU-SH-CA-II-019,All,18 ,No
20220586-01H,Female,25 ,Accepts Healthy Volunteers
D8532C00004,Female,50 ,Accepts Healthy Volunteers
CLIN-17-008,Female,18 ,Accepts Healthy Volunteers
200-04,All,18 ,No
Ad-p53-002,All,18 ,No
TUMAGNOSTIC(CP506-001),All,18 ,No
20210104,All,18 ,No
01GS,All,40 ,Accepts Healthy Volunteers
217228,All,18 ,No
FT516-102,All,18 ,No
19-110,All,18 ,No
IMC-F106C-101,All,18 ,No
TK-Onko,All,18 ,No
Pro00103812,All,18 ,No
17894,Female,18 ,No
M19-345,All,18 ,No
21-00072,Female,18 ,No
20246,All,18 ,Accepts Healthy Volunteers
UW21090,All,18 ,No
18-222,All,18 ,Accepts Healthy Volunteers
4830-001,All,18 ,No
2020-002766-14,All,18 ,No
17-01135,All,18 ,Accepts Healthy Volunteers
2019-00134,All,nan,Accepts Healthy Volunteers
AG0315OG/CTC0140,All,18 ,No
63646,All,21 ,No
19-007,All,18 ,Accepts Healthy Volunteers
2018-01B,All,18 ,No
201617079.3,Female,nan,No
IOSI-COVID19-001,All,nan,Accepts Healthy Volunteers
C4221015,All,16 ,No
ARRAY-818-202,All,18 ,No
03.CP.0.3,All,18 ,No
0482-001,All,18 ,No
GO42144,All,18 ,No
Ordu55,All,50 ,Accepts Healthy Volunteers
ORDU551,All,50 ,Accepts Healthy Volunteers
ONO-4059-09,All,18 ,No
19741,All,18 ,No
GOG-8030,Female,30 ,No
JTX-8064-101,All,18 ,No
IBC0966-I/IIa,All,18 ,No
LCH-112020,Female,18 ,No
"019/026/ICI, CEI/1330/18",Female,18 ,No
HP-00070946,All,21 ,No
18HLGENE03,All,18 ,Accepts Healthy Volunteers
FGCL-4592-898,All,18 ,No
2000034075,All,nan,No
CR108454,Male,21 ,No
APHP180586,All,18 ,No
NCI-2020-07841,All,18 ,No
S60857,Female,18 ,No
MO19/127559,All,65 ,nan
RPCR-breast 01,Female,50 ,Accepts Healthy Volunteers
T30-0002,All,18 ,No
WP-2021-03,All,18 ,No
CAMH2_1001,All,18 ,No
CIRB Ref. No: 2019/2135,All,21 ,No
Nigeria World Cancer Walk 2022,All,18 ,Accepts Healthy Volunteers
NRG-HN010,All,18 ,No
D081SC00001Sub,Male,18 ,No
FatebenefratelliH,All,18 ,nan
D081SC00001,Male,18 ,No
2019P001434-2,All,18 ,No
H18-02052,Female,21 ,No
REG-114-2019,All,18 ,No
20-0270-E,All,30 ,Accepts Healthy Volunteers
PRO00104179,All,18 ,No
SJHH_PSPM,All,18 ,No
823871-iGame,All,18 ,No
2018-0419,All,nan,Accepts Healthy Volunteers
2019-00965,Female,18 ,No
COALESE/2021/103,All,18 ,No
BC 09915,Female,18 ,No
7013,Female,18 ,No
2017_71,Female,18 ,No
22-200,All,nan,Accepts Healthy Volunteers
PYC001,Female,18 ,Accepts Healthy Volunteers
22-01516,All,21 ,No
2U01HG007292-05,All,18 ,Accepts Healthy Volunteers
20201224,Male,18 ,No
CTMS# 19-0069,All,18 ,No
E2019453,Female,18 ,No
21-103,Female,50 ,Accepts Healthy Volunteers
ABCSG C08,All,18 ,No
PCA001,Male,18 ,No
CASE1121,Female,19 ,No
Nigeria Cancer Walk,All,18 ,Accepts Healthy Volunteers
20172841,Female,25 ,No
RC31/18/0440,All,18 ,No
SDLNOC,Female,18 ,No
20-565,Female,21 ,No
Arabic BREAST-Q,Female,30 ,Accepts Healthy Volunteers
UPCC 11919,All,18 ,Accepts Healthy Volunteers
2021-1211,All,18 ,No
segmental thoracic TEA-spinal,All,18 ,No
IRB-22-34,All,18 ,No
PSCI-19-112,All,18 ,No
LSHBSWMBC,Female,18 ,Accepts Healthy Volunteers
2016-0463,Female,18 ,Accepts Healthy Volunteers
IIT-0013,All,18 ,No
BND and RND,All,18 ,No
TheNethersole,Female,18 ,No
1655,All,18 ,No
N-111012422,All,25 ,No
302,All,18 ,No
MC01/01/19,All,21 ,No
Colorectal Cancer,Male,18 ,nan
LCCC1748,All,18 ,No
1992110-1,All,18 ,Accepts Healthy Volunteers
CSC-20200324,All,18 ,No
69HCL22_0466,All,50 ,No
IMPACNEO,All,18 ,No
0029-20-ZIV,Male,18 ,No
HKG-KZ-LNG-102,All,18 ,Accepts Healthy Volunteers
GCO 19-2707,Female,18 ,No
LIFT project,All,18 ,No
RECO_CT29A,Male,18 ,Accepts Healthy Volunteers
INT 292/20,All,55 ,Accepts Healthy Volunteers
STUDY21020095,Female,18 ,No
D967MC00001,All,18 ,No
UHHeidelberg,All,18 ,No
R01CA205025,All,18 ,No
HCB/2021/0130,Female,18 ,Accepts Healthy Volunteers
2019-PVSEP,All,nan,No
S1614,All,18 ,No
TMHPO1763,Female,30 ,Accepts Healthy Volunteers
002.1,All,21 ,No
LIFT,All,18 ,No
2767,All,18 ,No
APHP210359,Male,40 ,No
M16VIB,All,18 ,No
EPOC1903,Female,20 ,No
CASE2118,Female,18 ,No
PARALUC,All,18 ,No
CTC20200417,All,18 ,No
09.2019.1026,All,18 ,No
CASE4119,Female,18 ,No
EC/GOVT/24/IRB23,All,nan,No
CFTSp195,All,18 ,No
04/20,All,18 ,No
29BRC20.0021,All,50 ,No
MRI in urinary bladder tumors,All,40 ,No
CRUKD/21/004 - Treatment Arm 2,All,nan,No
20201491,All,18 ,No
32900654326,Female,18 ,No
ReDA 13176,All,18 ,No
64121317.4.1001.5330,Male,18 ,No
3-2020-0038,All,20 ,No
2018PS02,All,nan,nan
